SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,TranslatedSentence,ChineseWordCount,EnglishWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,,,,
679, 由于 刚刚 换 了 lease ， 整 套 房间 设施 都 很 新 ， 家具 齐全 ， 拎包 入住 无 烦恼 ， 楼层 好 视野 好 ～ ～ 。,1,lease,租期,,,,,,,,, 由于 刚刚 换 了 租期， 整 套 房间 设施 都 很 新 ， 家具 齐全 ， 拎包 入住 无 烦恼 ， 楼层 好 视野 好 ～ ～ 。,21,1,7,[0_ 1_ 2_ 3_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 14_ 15_ 17_ 18_ 19_ 20_ 22_ 23_ 24_ 25],[4],[5_ 13_ 16_ 21_ 26_ 27_ 28],,,,
680, prefer 女生 ～～～,1,prefer,更喜欢,,,,,,,,, 更期待 女生 ～～～,1,1,1,[1],[0],[2],,,,
681, 感 兴趣 可以 email 或 预约 看 房 email ： em@28,2,email,发邮件,email,邮箱,,,,,,, 感 兴趣 可以 发邮件或 预约 看 房 邮箱： em@28,7,2,2,[0_ 1_ 2_ 4_ 5_ 6_ 7],[3_ 8],[9_ 10],,,,
682, 周边 环境 很 好 ， 距离 各 大 超市 giant eagle ， audi ， dollar general.,3,giant eagle,巨鹰,audi,奥迪,dollar,达乐,,,,, 周边 环境 很 好 ， 距离 各 大 超市巨鹰，奥迪，达乐。,8,4,4,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 8],[9_ 10_ 12_ 14],[4_ 11_ 13_ 15],,,,
683, 由于 房子 utility 都 是 房东 负责 的 ， 所以 完全 不 用 费心 每 个 月 付 水电 网 费 的 问题 。,1,utility,服务费,,,,,,,,, 由于 房子 服务费都 是 房东 负责 的 ， 所以 完全 不 用 费心 每 个 月 付 水电 网 费 的 问题 。,21,1,2,[0_ 1_ 3_ 4_ 5_ 6_ 7_ 9_ 10_ 11_ 12_ 13_ 14_ 15_ 16_ 17_ 18_ 19_ 20_ 21_ 22],[2],[8_ 23],,,,
686, 房子 floor plan 和 照片 如下 。,1,floor plan,户型,,,,,,,,, 房子户型和 照片 如下 。,4,2,1,[0_ 3_ 4_ 5],[1_ 2],[6],,,,
687, 整个 house 家具 齐全 。,1,house,房子,,,,,,,,, 整个 房子家具 齐全 。,3,1,1,[0_ 2_ 3],[1],[4],,,,
688, 出租 大 house 里 的 一 间 房 ， 可以 拎包 入住 。,1,house,房子,,,,,,,,, 出租 大 房子 里 的 一 间 房 ， 可以 拎包 入住 。,10,1,2,[0_ 1_ 3_ 4_ 5_ 6_ 7_ 9_ 10_ 11],[2],[8_ 12],,,,
689, 这个 studio 在 三 楼 ， 不 面向 大 马路 ， 不 吵 ， 很 安静 。,1,studio,单间,,,,,,,,, 这个 单间在 三 楼 ， 不 面向 大 马路 ， 不 吵 ， 很 安静 。,12,1,4,[0_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 11_ 12_ 14_ 15],[1],[5_ 10_ 13_ 16],,,,
690, 公寓 是 两 室 一 厅 ， 两 位 匹 大 master 女生 住 卧室 ， 我 住 客厅 。,1,master,硕士研究生,,,,,,,,, 公寓 是 两 室 一 厅 ， 两 位 匹 大在读硕士女生 住 卧室 ， 我 住 客厅 。,16,1,3,[0_ 1_ 2_ 3_ 4_ 5_ 7_ 8_ 9_ 10_ 12_ 13_ 14_ 16_ 17_ 18],[11],[6_ 15_ 19],,,,
693, 门口 有 doorman ， 特别 安全 。,1,doorman,门卫,,,,,,,,, 门口 有 门卫， 特别 安全 。,4,1,2,[0_ 1_ 4_ 5],[2],[3_ 6],,,,
694, 位置 ： 房子 位于 squirrel hill north ， 具体 地址 shady ave.,2,squirrel hill north,松鼠山北,shady,沙地大道,,,,,,, 位置 ： 房子 位于 松鼠山北， 具体 地址 沙地大道,5,4,3,[0_ 2_ 3_ 8_ 9],[4_ 5_ 6_ 10],[1_ 7_ 11],,,,
696, 独立 卫生间 ， 独立 大 衣帽间 ， 基本 可以 算是 一 个 没有 厨房 的 studio 。,1,studio,单间,,,,,,,,, 独立 卫生间 ， 独立 大 衣帽间 ， 基本 可以 算是 一 个 没有 厨房 的 单间。,13,1,3,[0_ 1_ 3_ 4_ 5_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 14],[15],[2_ 6_ 16],,,,
697, 本人 四月 毕业 ， lease 签到 五月 底 。,1,lease,租约,,,,,,,,, 本人 四月 毕业 ， 租约签到 五月 底 。,6,1,2,[0_ 1_ 2_ 5_ 6_ 7],[4],[3_ 8],,,,
698, apartment 水电 暖 全 包 ， 两 人 住 的 话 人均 467.,1,apartment,公寓,,,,,,,,, 公寓水电 暖 全 包 ， 两 人 住 的 话 人均 467.,10,1,2,[1_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 10_ 11],[0],[5_ 12],,,,
699, 贺 同学 email : em@29,1,email,电子邮箱,,,,,,,,, 贺 同学 电子邮箱: em@29,2,1,2,[0_ 1],[2],[3_ 4],,,,
700, 附近 更 有 越南 餐厅 和 印度 buffet 给 时间 时间 紧张 的 你 提供 便利 。,1,buffet,自助,,,,,,,,, 附近 更 有 越南 餐厅 和 印度 自助给 时间 时间 紧张 的 你 提供 便利 。,15,1,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 8_ 9_ 10_ 11_ 12_ 13_ 14_ 15],[7],[16],,,,
701, 咨询 顾问 ： andy,1,andy,安迪,,,,,,,,, 咨询 顾问 ： 安迪,2,1,1,[0_ 1],[3],[2],,,,
702, apartment 水电 暖 全 包 ， 两 人 住 的 话 人均 467.,1,apartment,公寓,,,,,,,,, 公寓水电 暖 全 包 ， 两 人 住 的 话 人均 467.,10,1,2,[1_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 10_ 11],[0],[5_ 12],,,,
704, 停车 有 很 大 的 室内 garage 。,1,garage,车库,,,,,,,,, 停车 有 很 大 的 室内 车库。,6,1,1,[0_ 1_ 2_ 3_ 4_ 5],[6],[7],,,,
705, 在 forbes 附近 。,1,forbes,福布斯,,,,,,,,, 在 福布斯 附近 。,2,1,1,[0_ 2],[1],[3],,,,
706, 大家 好 ， 本人 phd 男生 ， 无 不良 嗜好 。,1,phd,博士研究生,,,,,,,,, 大家 好 ， 本人 博士研究生在读 ，男生 ， 无 不良 嗜好 。,7,1,3,[0_ 1_ 3_ 5_ 7_ 8_ 9],[4],[2_ 6_ 10],,,,
707, up up up 继续 寻找 等待 中 .,1,up up up,顶顶顶,,,,,,,,, 顶顶顶！继续 寻找 等待 中 .,4,3,1,[3_ 4_ 5_ 6],[0_ 1_ 2],[7],,,,
708, 出门 走 一 分钟 不到 就 有 81-83 bus 。,1,bus,公交,,,,,,,,, 出门 走 一 分钟 不到 就 有 81-83 公交。,7,1,2,[0_ 1_ 2_ 3_ 4_ 5_ 6],[8],[7_ 9],,,,
709, leasing office 就 在 lobby ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,2,leasing office,租赁办公室,lobby,大堂,,,,,,, 租赁办公室就 在 大堂， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,15,3,3,[2_ 3_ 6_ 7_ 8_ 9_ 11_ 12_ 13_ 14_ 15_ 16_ 17_ 18_ 19],[0_ 1_ 4],[5_ 10_ 20],,,,
710, 在 forbes 附近 。,1,forbes,福布斯,,,,,,,,, 在 福布斯附近 。,2,1,1,[0_ 2],[1],[3],,,,
713, 这 是 之前 的 长 租 post 。,1,post,发布,,,,,,,,, 这 是 之前 的 长 租 帖。,6,1,1,[0_ 1_ 2_ 3_ 4_ 5],[6],[7],,,,
714, 可以 随时 联系 我 来看 房 和 商量 事宜 ： email : em@30,1,email,电子邮箱,,,,,,,,, 可以 随时 联系 我 来看 房 和 商量 事宜 ： 电子邮箱: em@30,9,1,3,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8],[10],[9_ 11_ 12],,,,
716, 单独 房间 ， 和 两 个 人 share 一 个 洗手间 ， （ 不过 暑假 可能 有 人 回家 就 人 少 了 。,1,share,共用,,,,,,,,, 单独 房间 ， 和 两 个 人 共用一 个 洗手间 ， （ 不过 暑假 可能 有 人 回家 就 人 少 了 。,19,1,4,[0_ 1_ 3_ 4_ 5_ 6_ 8_ 9_ 10_ 13_ 14_ 15_ 16_ 17_ 18_ 19_ 20_ 21_ 22],[7],[2_ 11_ 12_ 23],,,,
717, 独立 卫生间 ， 独立 大 衣柜 ， 基本 可以 算是 一 个 没有 厨房 的 studio 。,1,studio,单间,,,,,,,,, 独立 卫生间 ， 独立 大 衣柜 ， 基本 可以 算是 一 个 没有 厨房 的 单间。,13,1,3,[0_ 1_ 3_ 4_ 5_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 14],[15],[2_ 6_ 16],,,,
718, 现在 的 住户 下 一 个 lease 年 都 会 搬到 其它 地方 去 ， 所以 你 还 可以 跟 management 商量 签 下 一 年 的 lease ！,3,lease,租期,management,物业管理公司,lease,合同,,,,, 现在 的 住户 下 一 个 租期年 都 会 搬到 其它 地方 去 ， 所以 你 还 可以 跟 物业管理公司商量 签 下 一 年 的 合同！,24,3,2,[0_ 1_ 2_ 3_ 4_ 5_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 15_ 16_ 17_ 18_ 19_ 21_ 22_ 23_ 24_ 25_ 26],[6_ 20_ 27],[14_ 28],,,,
719, 这个 giant eagle 是 匹 村 最 大 最 全 的 。,1,giant eagle,巨鹰,,,,,,,,, 这个 巨鹰超市 是 匹 村 最 大 最 全 的 。,9,2,1,[0_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10],[1_ 2],[11],,,,
720, pdf 如果 感兴趣 请 联系 : em@31,1,pdf,电子文档,,,,,,,,, （电子文档）如果 感兴趣 请 联系 : em@31,4,1,2,[1_ 2_ 3_ 4],[0],[5_ 6],,,,
721, 在 这里 住 过 的 人 都 拿到 了 很 好 的 工作 offer 如 有 兴趣 可 email : em@32,2,offer,录取,email,发邮件,,,,,,, 在 这里 住 过 的 人 都 找到了很好的工作，如 有 兴趣 可 发邮件到: em@32,17,2,2,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 14_ 15_ 16_ 17],[13_ 18],[19_ 20],,,,
722, 周围 有 各 类 参观 ， 出门 就 是 车站 ， 坐 公交 到 downtown 或者 中 超 都 很 方便 。,1,downtown,市中心,,,,,,,,, 周围 有 各 类 参观 ， 出门 就 是 车站 ， 坐 公交 到 市中心或者 中 超 都 很 方便 。,18,1,3,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 11_ 12_ 13_ 15_ 16_ 17_ 18_ 19_ 20],[14],[5_ 10_ 21],,,,
723, 如果 你们 同学 结伴 而来 ， 愿意 租 整 个 house ( 里面 可能 2-5 个 卧室 的 都 有 ) ， 也 可以 。,1,house,房子,,,,,,,,, 如果 你们 同学 结伴 而来 ， 愿意 租 整 个 房子( 里面 可能 2-5 个 卧室 的 都 有 ) ， 也 可以 。,18,1,6,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 12_ 13_ 15_ 16_ 17_ 18_ 19_ 22_ 23],[10],[5_ 11_ 14_ 20_ 21_ 24],,,,
724, 因为 地段 都 是 上 好 地段 （ top 1% ） ， 房子 都 是 上 好 的 房子 ( top 5% ) ， 所以 价格 也 不 是 最 便宜 ( top 10-20% ) ， 性价比 高 。,3,top,顶端,top,顶端,top,顶端,,,,, 因为 地段 都 是 上 好 地段 （ 排名前1% ） ， 房子 都 是 上 好 的 房子 ( 排名前5% ) ， 所以 价格 也 不 是 最 便宜 ( 排名前10-20% ) ， 性价比 高 。,23,3,13,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 12_ 13_ 14_ 15_ 16_ 17_ 18_ 24_ 25_ 26_ 27_ 28_ 29_ 30_ 36_ 37],[8_ 20_ 32],[7_ 9_ 10_ 11_ 19_ 21_ 22_ 23_ 31_ 33_ 34_ 35_ 38],,,,
725, 欢迎 联系 并 告知 租房 要求 （ 简单 自我 介绍 ， 告知 入住 时间 ， 人数 ， 房间 or house 离 学校 远近 ， 预算 ） 。,1,or house,或者房子,,,,,,,,, 欢迎 联系 并 告知 租房 要求 （ 简单 自我 介绍 ， 告知 入住 时间 ， 人数 ， 房间 或者房子 离 学校 远近 ， 预算 ） 。,18,2,7,[0_ 1_ 2_ 3_ 4_ 5_ 7_ 8_ 9_ 11_ 12_ 13_ 15_ 17_ 20_ 21_ 22_ 24],[18_ 19],[6_ 10_ 14_ 16_ 23_ 25_ 26],,,,
726, house 有 四 个 房间 一 个 客厅 外加 一 个 阁楼 ， 平时 住 非常 宽敞 ， toc/eoc 的 时候 还 可以 住 客人 ， 完全 不 会 拥挤 。,1,house,房子,,,,,,,,, 房子有 四 个 房间 一 个 客厅 外加 一 个 阁楼 ， 平时 住 非常 宽敞 ， toc/eoc 的 时候 还 可以 住 客人 ， 完全 不 会 拥挤 。,25,1,5,[1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 13_ 14_ 15_ 16_ 19_ 20_ 21_ 22_ 23_ 24_ 26_ 27_ 28_ 29],[0],[12_ 17_ 18_ 25_ 30],,,,
727, 到 giant eagle ， lotus 可以 坐 门口 的 公交 ， 我 有时 也 会 开车 去 。,2,giant eagle,巨鹰超市,lotus,莲花超市,,,,,,, 到 巨鹰超市，莲花超市 可以 坐 门口 的 公交 ， 我 有时 也 会 开车 去 。,12,3,3,[0_ 5_ 6_ 7_ 8_ 9_ 11_ 12_ 13_ 14_ 15_ 16],[1_ 2_ 4],[3_ 10_ 17],,,,
728, 走 5-7 分钟 ， 即 可 到达 giant eagle ， 府 河 人家 。,1,giant eagle,巨鹰超市,,,,,,,,, 走 5-7 分钟 ， 即 可 到达巨鹰超市 ， 府 河 人家 。,8,2,4,[0_ 2_ 4_ 5_ 6_ 10_ 11_ 12],[7_ 8],[1_ 3_ 9_ 13],,,,
729, college garden 公寓 属于 pitt 学校 资产 并由 学校 负责 管理 与 维护 。,2,college garden,大学花园,pitt,匹兹堡,,,,,,, 大学花园公寓 属于 匹兹堡学校 资产 并由 学校 负责 管理 与 维护 。,10,3,1,[2_ 3_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12],[0_ 1_ 4],[13],,,,
730, 便利 店 ： 走 一 个 block 就 到 韩国 超市 ；,1,block,街区,,,,,,,,, 便利 店 ： 走 一 个 街区就 到 韩国 超市 ；,9,1,2,[0_ 1_ 3_ 4_ 5_ 7_ 8_ 9_ 10],[6],[2_ 11],,,,
731, 餐饮 ： 走 一 个 block 就 到 餐馆 最 多 的 craig 。,2,block,街区,craig,克莱格区,,,,,,, 餐饮 ： 走 一 个 街区就 到 餐馆 最 多 的 克莱格区。,10,2,2,[0_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 10_ 11],[5_ 12],[1_ 13],,,,
732, 地处 squirrel hill 偏 北部 的 富人 区 ， 非常 安全 和 安静 。,1,squirrel hill,松鼠山,,,,,,,,, 地处 松鼠山 偏 北部 的 富人 区 ， 非常 安全 和 安静 。,10,2,2,[0_ 3_ 4_ 5_ 6_ 7_ 9_ 10_ 11_ 12],[1_ 2],[8_ 13],,,,
733, available now 顶 ！,1,available now,当前可租,,,,,,,,, 目前可租 顶 ！,1,2,1,[2],[0_ 1],[3],,,,
734, 带 家具 ， 拎包 入住 uu p up up up up up up up up,1,uu p up up up up up up up up,顶,,,,,,,,, 带 家具 ， 拎包 入住  顶顶顶顶顶！,4,10,1,[0_ 1_ 3_ 4],[5_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 14],[2],,,,
735, 旁边 有 murray ， 有 很多 餐厅 。,1,murray,梅瑞大道,,,,,,,,, 旁边 有 梅瑞大道， 有 很多 餐厅 。,5,1,2,[0_ 1_ 4_ 5_ 6],[2],[3_ 7],,,,
736, 周围 各 种 商铺 餐馆 ( 老 四川 ， 府 河 等 ) ， giant eagle 超市 ， rite aid 药店 ， 生活 非常 方便 。,2,giant eagle,巨鹰超市,rite aid,来德爱,,,,,,, 周围 各 种 商铺 餐馆 ( 老 四川 ， 府 河 等 )，巨鹰超市 ， 来德爱药店 ， 生活 非常 方便 。,15,4,7,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 9_ 10_ 11_ 16_ 20_ 22_ 23_ 24],[14_ 15_ 18_ 19],[5_ 8_ 12_ 13_ 17_ 21_ 25],,,,
737, 如果 有 符合 的 条件 的 麻烦 请 联系 一下 以下 的 email .,1,email,邮箱,,,,,,,,, 如果 有 符合 的 条件 的 麻烦 请 联系 一下 以下 的 邮箱.,12,1,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11],[12],[13],,,,
738, 非常 方便 ， center 上 就 有 个 giant eagle .,2,center,中心,giant eagle,巨鹰超市,,,,,,, 非常 方便 ， 中心 就 有 个 巨鹰超市.,6,3,2,[0_ 1_ 4_ 5_ 6_ 7],[3_ 8_ 9],[2_ 10],,,,
739, the price : $600一 个 月 ， 包 水 煤气 暖气 。,1,the price,价格,,,,,,,,, 价格 : $600一 个 月 ， 包 水 煤气 暖气 。,6,2,4,[4_ 5_ 7_ 8_ 9_ 10],[0_ 1],[2_ 3_ 6_ 11],,,,
740, 同时 也 靠近 fifth ave ， 交通 十分 方便 。,1,fifth ave,第五大道,,,,,,,,, 同时 也 靠近第五大道 ， 交通 十分 方便 。,6,2,2,[0_ 1_ 2_ 6_ 7_ 8],[3_ 4],[5_ 9],,,,
741, 是 house 的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间 。,1,house,房子,,,,,,,,, 是 f房子agn的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间 。,11,1,5,[0_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 11_ 13_ 15],[1],[5_ 10_ 12_ 14_ 16],,,,
742, 走 5-7 分钟 ， 即 可 到达 giant eagle ， 府 河 人家 。,1,giant eagle,巨鹰超市,,,,,,,,, 走 5-7 分钟 ， 即 可 到达 巨鹰超市 ， 府 河 人家 。,8,2,4,[0_ 2_ 4_ 5_ 6_ 10_ 11_ 12],[7_ 8],[1_ 3_ 9_ 13],,,,
743, 房东 公司 是 walnut capital ， 听说 还有 免费 班车 去 学校 （ 不过 本人 没 坐 过 ） 。,1,walnut capital,沃尔纳特资本公司,,,,,,,,, 房东 公司 是 沃尔纳特资本公司 ， 听说 还有 免费 班车 去 学校 （ 不过 本人 没 坐 过 ） 。,14,2,4,[0_ 1_ 2_ 6_ 7_ 8_ 9_ 10_ 11_ 13_ 14_ 15_ 16_ 17],[3_ 4],[5_ 12_ 18_ 19],,,,
744, 公寓 的 侧面 是 租车 公司 herz ， 便于 租车 旅行 。,1,herz,赫尔兹,,,,,,,,, 公寓 的 侧面 是 租车 公司 赫尔兹， 便于 租车 旅行 。,9,1,2,[0_ 1_ 2_ 3_ 4_ 5_ 8_ 9_ 10],[6],[7_ 11],,,,
745, 生活 便利 ： giant eagle 0.,1,giant eagle,巨鹰超市,,,,,,,,, 生活 便利 ： 巨鹰超市,2,2,2,[0_ 1],[3_ 4],[2_ 5],,,,
746, trader joe's ， whole foods ， target 都 不 远 ， 并且 公交 可达,3,trader,桥时尚店,whole foods,全食超市,target,塔吉特商店,,,,,,6,4,4,[7_ 8_ 9_ 11_ 12_ 13],[0_ 3_ 4_ 6],[1_ 2_ 5_ 10],,,,
750, 家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， queen size bed ， 配置 齐全 ， 拎包 入住 。,1,queen size bed,标准双人床,,,,,,,,, 家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， 标准双人床， 配置 齐全 ， 拎包 入住 。,10,3,8,[0_ 1_ 3_ 5_ 7_ 9_ 15_ 16_ 18_ 19],[11_ 12_ 13],[2_ 4_ 6_ 8_ 10_ 14_ 17_ 20],,,,
751, 公寓 may flower 是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜 。,1,may flower,五月花,,,,,,,,, 公寓五月花 是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜 。,18,2,3,[0_ 3_ 4_ 5_ 6_ 7_ 8_ 10_ 11_ 12_ 13_ 14_ 15_ 17_ 18_ 19_ 20_ 21],[1_ 2],[9_ 16_ 22],,,,
752, 客厅 有 个 比较 紧凑 的 dining area 一起 用 。,1,dining area,用餐区,,,,,,,,, 客厅 有 个 比较 紧凑 的用餐区 一起 用 。,8,2,1,[0_ 1_ 2_ 3_ 4_ 5_ 8_ 9],[6_ 7],[10],,,,
753, 不 包 utility 。,1,utility,各类服务费,,,,,,,,, 不 包 水电气等各类服务费。,2,1,1,[0_ 1],[2],[3],,,,
755, 地址 在 bayard st.,1,bayard,贝亚德街,,,,,,,,, 地址在贝亚德街,2,1,1,[0_ 1],[2],[3],,,,
756, 本 房间 在 三 楼 ， 居民 邻居 多 是 学生 和 老人 ， leasing office 希望 保持 公寓 居住 环境 ， 所以 不 吵 不 闹 。,1,leasing office,租赁办公室,,,,,,,,, 本 房间 在 三 楼 ， 居民 邻居 多 是 学生 和 老人 ，租赁办公室希望 保持 公寓 居住 环境 ， 所以 不 吵 不 闹 。,22,2,4,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 16_ 17_ 18_ 19_ 20_ 22_ 23_ 24_ 25_ 26],[14_ 15],[5_ 13_ 21_ 27],,,,
757, 从 building 进门 开始 全 是 地毯 。,1,building,建筑,,,,,,,,, 整栋楼从 进门 开始 全 是 地毯 。,6,1,1,[0_ 2_ 3_ 4_ 5_ 6],[1],[7],,,,
758, giant eagle 超市 就 隔 两 个 block 。,2,giant eagle,巨鹰超市,block,街区,,,,,,, 巨鹰超市 超市 就 隔 两 个 街区。,5,3,1,[2_ 3_ 4_ 5_ 6],[0_ 1_ 7],[8],,,,
759, 步行 十 分钟 内 到 trader joe/s ， giant eagle 和 target （ 食品 及 日用品 超市 ） 。,3,trader,乔氏商店,giant eagle,巨鹰超市,target,塔吉特商店,,,,, 步行 十 分钟 内 到 乔氏商店，巨鹰超市，塔吉特商店 （ 食品 及 日用品 超市 ） 。,10,4,5,[0_ 1_ 2_ 3_ 4_ 10_ 13_ 14_ 15_ 16],[5_ 8_ 9_ 11],[6_ 7_ 12_ 17_ 18],,,,
760, doorman service 帮忙 收取 快递 信件 。,1,doorman service,门卫,,,,,,,,, 门卫 帮忙 收取 快递 信件 。,4,2,1,[2_ 3_ 4_ 5],[0_ 1],[6],,,,
761, 地毯 刚刚 deep clean 过 。,1,deep clean,深度清理,,,,,,,,, 地毯 刚刚完全清理过 。,3,2,1,[0_ 1_ 4],[2_ 3],[5],,,,
762, 门口 有 cvs 超市 。,1,cvs,cvs,,,,,,,,, 门口 有 cvs 超市 。,3,1,1,[0_ 1_ 3],[2],[4],,,,
763, 家里 厨具 家具 齐全 ， 可以 一 起 share 。,1,share,共用,,,,,,,,, 家里 厨具 家具 齐全 ， 可以 一 起 共用 。,7,1,2,[0_ 1_ 2_ 3_ 5_ 6_ 7],[8],[4_ 9],,,,
764, 现在 出租 该 house 三 层 的 三 件 卧室 中 的 一 间 。,1,house,房子,,,,,,,,, 现在 出租 该 房子三 层 的 三 件 卧室 中 的 一 间 。,13,1,1,[0_ 1_ 2_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 13],[3],[14],,,,
765, 距离 audi 和 giant eagle 十 分钟 左右 。,2,audi,奥迪,giant eagle,巨鹰超市,,,,,,, 距离 奥迪和巨鹰超市 十 分钟 左右 。,5,3,1,[0_ 2_ 5_ 6_ 7],[1_ 3_ 4],[8],,,,
767, 和 craig street 上 有 很多 餐馆 和 小吃 ， 生活 非常 方便 。,1,craig street,克莱德街,,,,,,,,, 和克莱德街上 有 很多 餐馆 和 小吃 ， 生活 非常 方便 。,10,2,2,[0_ 3_ 4_ 5_ 6_ 7_ 8_ 10_ 11_ 12],[1_ 2],[9_ 13],,,,
768, 客厅 非常 安静 ， 适合 学习 ， 厅 内 另 有 一 个 walk-in closet 可以 用 。,1,closet,步入式衣柜,,,,,,,,, 客厅 非常 安静 ， 适合 学习 ， 厅 内 另 有 一 个步入式衣柜 可以 用 。,13,1,4,[0_ 1_ 2_ 4_ 5_ 7_ 8_ 9_ 10_ 11_ 12_ 15_ 16],[14],[3_ 6_ 13_ 17],,,,
769, 卧室 ： 出租 卧室 ， 有 一 女生 住 客厅 ， 人 极 nice ， 非常 好 相处 。,1,nice,好,,,,,,,,, 卧室 ： 出租 卧室 ， 有 一 女生 住 客厅 ， 人 极 好 ， 非常 好 相处 。,13,1,5,[0_ 2_ 3_ 5_ 6_ 7_ 8_ 9_ 11_ 12_ 15_ 16_ 17],[13],[1_ 4_ 10_ 14_ 18],,,,
770, 一月 起 available 。,1,available,可租,,,,,,,,, 一月 起 可租。,2,1,1,[0_ 1],[2],[3],,,,
771, -free parking or paid garage 联系 方式 ： pn-8 em@33,1,parking or paid garage,免费停车场或付费车库,,,,,,,,, 免费停车场或付费车库联系 方式 ： pn-8 em@33,2,4,4,[5_ 6],[1_ 2_ 3_ 4],[0_ 7_ 8_ 9],,,,
774, 天天 去 giant eagle 不 是 梦 ！,1,giant eagle,巨鹰超市,,,,,,,,, 天天 去 巨鹰超市 不 是 梦 ！,5,2,1,[0_ 1_ 4_ 5_ 6],[2_ 3],[7],,,,
777, 两 个 houses : house＃1&＃2house＃1 : 代 朋友 发 。,1,houses,房子,,,,,,,,, 两 个 房子：代 朋友 发 。,5,1,4,[0_ 1_ 6_ 7_ 8],[2],[3_ 4_ 5_ 9],,,,
778, utility 和 网络 全 包 。,1,utility,服务费,,,,,,,,, 各类服务费 和 网络 全 包 。,4,1,1,[1_ 2_ 3_ 4],[0],[5],,,,
779, up ， up 春季 学期 开学 的 同学 ， 欢迎 联系 。,2,up,顶,up,顶,,,,,,, 顶顶！春季 学期 开学 的 同学 ， 欢迎 联系 。,7,2,3,[3_ 4_ 5_ 6_ 7_ 9_ 10],[0_ 2],[1_ 8_ 11],,,,
780, 租约 ： 整套 公寓 一 室 一 厅 1005$/month （ 不 包 网 电 ） ， 420$/month for living room ， 585$/month for bedroom 。,2,for living room,客厅,for bedroom,卧室,,,,,,, 租约 ： 整套 公寓 一 室 一 厅 1005$/每月（ 不 包 网 电 ） ， 客厅420$/每月  ， 卧室585$/每月。,11,5,9,[0_ 2_ 3_ 4_ 5_ 6_ 7_ 10_ 11_ 12_ 13],[17_ 18_ 19_ 22_ 23],[1_ 8_ 9_ 14_ 15_ 16_ 20_ 21_ 24],,,,
781, 联系 方式 ( primary ) ： + 1-412-951-4590 ， 邮箱 em@34,1,primary,主要,,,,,,,,, 主要联系 方式： + 1-412-951-4590 ， 邮箱 em@34,3,1,7,[0_ 1_ 9],[3],[2_ 4_ 5_ 6_ 7_ 8_ 10],,,,
782, 周边 环境 ： greenfield 的 住户 基本上 是 白人 为主 ， 非常 安全 ， 适合 喜欢 安静 环境 的 同学 。,1,greenfield,绿地,,,,,,,,, 周边 环境 ： 绿地的 住户 基本上 是 白人 为主 ， 非常 安全 ， 适合 喜欢 安静 环境 的 同学 。,16,1,4,[0_ 1_ 4_ 5_ 6_ 7_ 8_ 9_ 11_ 12_ 14_ 15_ 16_ 17_ 18_ 19],[3],[2_ 10_ 13_ 20],,,,
