SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,TranslatedSentence,ChineseWordCount,EnglishWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,,,,,
366, 上学 或是 去 giant eagle/cvs / whole foods 等 地 grocery shopping 都 很 便利 。,3,giant,大,whole foods,全食,grocery shopping,副食店,,,,, 上学 或是 去 大老鹰/cvs（超市名） /全食 等 地副食店 都 很 便利 。,8,5,3,[0_ 1_ 2_ 8_ 9_ 12_ 13_ 14],[3_ 6_ 7_ 10_ 11],[4_ 5_ 15],,,,,
367, 全新 的 宜家 买 的 full size 的 床 和 书桌 柜子 ， 房间 内 有 closet 。,2,full size,全尺寸大小,closet,衣橱,,,,,,, 全新 的 宜家 买 的全尺寸大小的 床 和 书桌 柜子 ， 房间 内 有 衣橱 。,13,3,2,[0_ 1_ 2_ 3_ 4_ 7_ 8_ 9_ 10_ 11_ 13_ 14_ 15],[5_ 6_ 16],[12_ 17],,,,,
368, 晚上 还有 escort 直达 公寓 门口 。,1,escort,护送车,,,,,,,,, 晚上 还有护送车直达 公寓 门口 。,5,1,1,[0_ 1_ 3_ 4_ 5],[2],[6],,,,,
369, word 天 今天 有 人 联系 我 了 ！,1,word,我的,,,,,,,,, 我的天 今天 有 人 联系 我 了 ！,7,1,1,[1_ 2_ 3_ 4_ 5_ 6_ 7],[0],[8],,,,,
370, lobby 有 单独 的 放 快递 的 房间 ， 不 怕 包裹 丢失 ， 非常 贴心 。,1,lobby,大厅,,,,,,,,, 大厅 有 单独 的 放 快递 的 房间 ， 不 怕 包裹 丢失 ， 非常 贴心 。,13,1,3,[1_ 2_ 3_ 4_ 5_ 6_ 7_ 9_ 10_ 11_ 12_ 14_ 15],[0],[8_ 13_ 16],,,,,
371, 门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,公交,downtown,市区,,,,,,, 门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .,7,2,2,[0_ 1_ 3_ 4_ 5_ 7_ 8],[2_ 9],[6_ 10],,,,,
372, 门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,公交,downtown,市区,,,,,,, 门口 有 公交 到 中国 超市 ， 餐馆 和 市区.,7,2,2,[0_ 1_ 3_ 4_ 5_ 7_ 8],[2_ 9],[6_ 10],,,,,
373, usp = sharing 国内 的 朋友 可以 联系 我 打包 图片 发给 你 ~,2,usp,need to translate,sharing,分享,,,,,,, usp = sharing 国内 的 朋友 可以 联系 我 打包 图片 发给 你 ~,10,2,2,[3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12],[0_ 2],[1_ 13],,,,,
374, 楼层 高度 适中 ， 背 对 north craig st 。,1,north craig st,北克列戈街,,,,,,,,, 楼层 高度 适中 ， 背 对 北克列戈街 。,5,3,2,[0_ 1_ 2_ 4_ 5],[6_ 7_ 8],[3_ 9],,,,,
375, 楼层 高度 适中 ， 背 对 north craig st 。,1,north craig st,北克列戈街,,,,,,,,, 楼层 高度 适中 ， 背 对北克列戈街 。,5,3,2,[0_ 1_ 2_ 4_ 5],[6_ 7_ 8],[3_ 9],,,,,
376, 940$ / 月 ， 水电 煤 暖气 全 包 ， 楼 下 有 parking lot 免费 停车 。,1,parking lot,停车场,,,,,,,,, 940$ / 月 ， 水电 煤 暖气 全 包 ， 楼 下 有停车场免费 停车 。,11,2,5,[2_ 4_ 5_ 6_ 7_ 8_ 10_ 11_ 12_ 15_ 16],[13_ 14],[0_ 1_ 3_ 9_ 17],,,,,
377, 小区 环境 安静 ： 有 多 处 playground ， 很 适合 家庭 居住 。,1,playground,操场,,,,,,,,, 小区 环境 安静 ： 有 多 处操场， 很 适合 家庭 居住 。,10,1,3,[0_ 1_ 2_ 4_ 5_ 6_ 9_ 10_ 11_ 12],[7],[3_ 8_ 13],,,,,
378, 门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,公交,downtown,市区,,,,,,, 门口 有 公交 到 中国 超市 ， 餐馆 和市区 .,7,2,2,[0_ 1_ 3_ 4_ 5_ 7_ 8],[2_ 9],[6_ 10],,,,,
379, 地点 ： central oakland 匹 大校 区内,1,central oakland,中奥克兰,,,,,,,,, 地点 ： 中奥克兰匹 大校 区内,4,2,1,[0_ 4_ 5_ 6],[2_ 3],[1],,,,,
380, 环境 ： 住宅 街区 ， street parking 。,1,street parking,路边停车,,,,,,,,, 环境 ： 住宅 街区 ，路边停车。,3,2,3,[0_ 2_ 3],[5_ 6],[1_ 4_ 7],,,,,
381, 房型 ： house,1,house,住宅,,,,,,,,, 房型 ： 独栋住宅,1,1,1,[0],[2],[1],,,,,
382, 有 pet 可以 商量,1,pet,宠物,,,,,,,,, 有 宠物 可以 商量,3,1,0,[0_ 2_ 3],[1],[],,,,,
383, 请 备注 “ 租房 ” screen shot 2017-10-17 at 13.,2,screen shot,截屏,at,在,,,,,,, 请 备注 “ 租房 ”截屏 2017-10-17 在 13.,3,3,4,[0_ 1_ 3],[5_ 6_ 8],[2_ 4_ 7_ 9],,,,,
384, 联系 电话 or text ： 412-6518342 jane,2,or text,或者短信,jane,jane,,,,,,, 联系 电话 或者短信 ： 412-6518342 jane,2,3,2,[0_ 1],[2_ 3_ 6],[4_ 5],,,,,
385, 长方形 带 走廊 房间 （ 走廊 带 closet ）,1,closet,衣橱,,,,,,,,, 长方形 带 走廊 房间 （ 走廊 带 衣橱 ）,6,1,2,[0_ 1_ 2_ 3_ 5_ 6],[7],[4_ 8],,,,,
386, 在 shady ave.,1,shady,沙迪,,,,,,,,, 在 沙迪街.,1,1,1,[0],[1],[2],,,,,
387, 和 walnut st .,1,walnut st,核桃街,,,,,,,,, 和核桃街,1,2,1,[0],[1_ 2],[3],,,,,
388, 此 消息 作废 我 没 看见 怎么 删除 sorry,1,sorry,对不起,,,,,,,,, 此 消息 作废 我 没 看见 怎么 删除对不起,8,1,0,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7],[8],[],,,,,
389, clair 医院 和 mt lebanon 公园 。,2,clair,克莱尔,mt lebanon,黎巴嫩山,,,,,,, 克莱尔医院 和 黎巴嫩山 公园 。,3,3,1,[1_ 2_ 5],[0_ 3_ 4],[6],,,,,
390, 地址 在 ： squirrel hill murray avenue 上,1,squirrel hill murray avenue,松鼠默里街,,,,,,,,, 地址 在 ： 松鼠默里街上,3,4,1,[0_ 1_ 7],[3_ 4_ 5_ 6],[2],,,,,
391, 房型 ： house 分 三 层 ， 每 层 独立 ， 互 不 影响 。,1,house,住宅,,,,,,,,, 房型 ： 独栋住宅分 三 层 ， 每 层 独立 ， 互 不 影响 。,10,1,4,[0_ 3_ 4_ 5_ 7_ 8_ 9_ 11_ 12_ 13],[2],[1_ 6_ 10_ 14],,,,,
392, 房型 ： house 分 三 层 ， 每 层 独立 ， 互 不 影响 。,1,house,住宅,,,,,,,,, 房型 ： 独栋住宅分 三 层 ， 每 层 独立 ， 互 不 影响 。,10,1,4,[0_ 3_ 4_ 5_ 7_ 8_ 9_ 11_ 12_ 13],[2],[1_ 6_ 10_ 14],,,,,
393, 欢迎 text ， 不 能 时时 接 电话 。,1,text,短信,,,,,,,,, 欢迎短信， 不 能 时时 接 电话 。,6,1,2,[0_ 3_ 4_ 5_ 6_ 7],[1],[2_ 8],,,,,
394, house 概况 ： 地上 两 层 、 地下 一 层 ；,1,house,住宅,,,,,,,,, 独栋住宅 概况 ： 地上 两 层 、 地下 一 层 ；,7,1,3,[1_ 3_ 4_ 5_ 7_ 8_ 9],[0],[2_ 6_ 10],,,,,
395, webster hall 是 老牌 公寓 了 ， 口碑 好 而且 没有 刚 装修 的 异味,1,webster hall,韦伯斯特大厅,,,,,,,,, 韦伯斯特大厅是 老牌 公寓 了 ， 口碑 好 而且 没有 刚 装修 的 异味,12,2,1,[2_ 3_ 4_ 5_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 14],[0_ 1],[6],,,,,
396, craig street 上 还有 很多 吃 的 和 韩国 小 超市,1,craig street,克列戈街,,,,,,,,, 克列戈街上 还有 很多 吃 的 和 韩国 小 超市,9,2,0,[2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10],[0_ 1],[],,,,,
397, 地点 ： central oakland,1,central oakland,中奥克兰,,,,,,,,, 地点 ： 中奥克兰,1,2,1,[0],[2_ 3],[1],,,,,
398, 环境 ： 住宅 街区 ， street parking 。,1,street parking,路边停车,,,,,,,,, 环境 ： 住宅 街区 ，路边停车 。,3,2,3,[0_ 2_ 3],[5_ 6],[1_ 4_ 7],,,,,
399, 房型 ： house,1,house,住宅,,,,,,,,, 房型 ：  独栋住宅,1,1,1,[0],[2],[1],,,,,
400, 欢迎 email 咨询,1,email,电子邮件,,,,,,,,, 欢迎 电子邮件 咨询,2,1,0,[0_ 2],[1],[],,,,,
401, 房间 内 各 种 用具 桌子 都 有 ， closet 很 大 ， 客厅 和 卧室 的 独立 性 相当 ， 空间 也 很 大 ， 只 需要 一 个 床 即 可 。,1,closet,衣橱,,,,,,,,, 房间 内 各 种 用具 桌子 都 有 ， 衣橱 很 大 ， 客厅 和 卧室 的 独立 性 相当 ， 空间 也 很 大 ， 只 需要 一 个 床 即 可 。,28,1,5,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 10_ 11_ 13_ 14_ 15_ 16_ 17_ 18_ 19_ 21_ 22_ 23_ 24_ 26_ 27_ 28_ 29_ 30_ 31_ 32],[9],[8_ 12_ 20_ 25_ 33],,,,,
402, 每 个 房间 也 可以 单独 出租 ， 租金 在 $650-$700 ， 这个 租金 包含 了 所有 utilities 。,1,utilities,水电气,,,,,,,,, 每 个 房间 也 可以 单独 出租 ， 租金 在 $650-$700 ， 这个 租金 包含 了 所有 水电气。,14,1,4,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 8_ 9_ 12_ 13_ 14_ 15_ 16],[17],[7_ 10_ 11_ 18],,,,,
403, 五六 分钟 可以 走到 murray 大街 的 giant eagle ( giant eagle 是 最 大 的 食品 超级 市场 ) 家具 齐全 ，,3,murray,默里,giant eagle,大老鹰,giant eagle,大老鹰,,,,, 五六 分钟 可以 走到默里大街 的 大老鹰 ( 大老鹰 是 最 大 的 食品 超级 市场 ) 家具 齐全 ，,15,5,3,[0_ 1_ 2_ 3_ 5_ 6_ 12_ 13_ 14_ 15_ 16_ 17_ 18_ 20_ 21],[4_ 7_ 8_ 10_ 11],[9_ 19_ 22],,,,,
404, 地处 greenfield ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,1,greenfield,格林菲尔德,,,,,,,,, 地处 格林菲尔德 ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,8,1,3,[0_ 3_ 4_ 5_ 7_ 8_ 10_ 11],[1],[2_ 6_ 9],,,,,
405, 房间 内 各 种 用具 桌子 都 有 ， closet 很 大 ， 客厅 和 卧室 的 独立 性 相当 ， 空间 也 很 大 ， 只 需要 一 个 床 即 可 。,1,closet,衣橱,,,,,,,,, 房间 内 各 种 用具 桌子 都 有 ， 衣橱 很 大 ， 客厅 和 卧室 的 独立 性 相当 ， 空间 也 很 大 ， 只 需要 一 个 床 即 可 。,28,1,5,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 10_ 11_ 13_ 14_ 15_ 16_ 17_ 18_ 19_ 21_ 22_ 23_ 24_ 26_ 27_ 28_ 29_ 30_ 31_ 32],[9],[8_ 12_ 20_ 25_ 33],,,,,
406, 门口 有 bus 到 中国 店 等 。,1,bus,公交,,,,,,,,, 门口 有 公交 到 中国 店 等 。,6,1,1,[0_ 1_ 3_ 4_ 5_ 6],[2],[7],,,,,
407, 要求 ： security deposit ， 爱 整洁 ， 有 责任感,1,security deposit,保证金,,,,,,,,, 要求 ： 保证金 ， 爱 整洁 ， 有 责任感,5,2,3,[0_ 5_ 6_ 8_ 9],[2_ 3],[1_ 4_ 7],,,,,
408, 联系 电话 or text ： 412-6518342 jane,2,or text,或者短信,jane,简,,,,,,, 联系 电话或者短信 ： 412-6518342 jane,2,3,2,[0_ 1],[2_ 3_ 6],[4_ 5],,,,,
409, 门口 有 bus 到 中国 店 等 。,1,bus,公交,,,,,,,,, 门口 有 公交 到 中国 店 等 。,6,1,1,[0_ 1_ 3_ 4_ 5_ 6],[2],[7],,,,,
410, 要求 ： security deposit ， 爱 整洁 ， 有 责任感,1,security deposit,保证金,,,,,,,,, 要求 ：保证金 ， 爱 整洁 ， 有 责任感,5,2,3,[0_ 5_ 6_ 8_ 9],[2_ 3],[1_ 4_ 7],,,,,
411, 地点 ： oakland ;,1,oakland,奥克兰,,,,,,,,, 地点 ： 奥克兰 ;,1,1,2,[0],[2],[1_ 3],,,,,
412, prefer ： 研究生 或 博士生,1,prefer,较为喜欢,,,,,,,,, 倾向于 ： 研究生 或 博士生,3,1,1,[2_ 3_ 4],[0],[1],,,,,
413, 公寓 是 服务 很 好 搭 forbes management 的 财产 。,1,forbes management,福布斯物业,,,,,,,,, 公寓 是 服务 很 好 搭 福布斯物业的 财产 。,8,2,1,[0_ 1_ 2_ 3_ 4_ 5_ 8_ 9],[6_ 7],[10],,,,,
414, 全新 的 宜家 买 的 twin size 的 床 和 书桌 柜子 ， 房间 内 有 closet 。,2,twin size,小号床,closet,衣橱,,,,,,, 全新 的 宜家 买 的 小号 的 床 和 书桌 柜子 ， 房间 内 有 衣橱 。,13,3,2,[0_ 1_ 2_ 3_ 4_ 7_ 8_ 9_ 10_ 11_ 13_ 14_ 15],[5_ 6_ 16],[12_ 17],,,,,
415, 公寓 的 管理 非常 好 ， 有 一 个 doorman ， 每 天 出入 公寓 会 给 住户 开门 ！,1,doorman,门卫,,,,,,,,, 公寓 的 管理 非常 好 ， 有 一 个 门卫， 每 天 出入 公寓 会 给 住户 开门 ！,16,1,3,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8_ 11_ 12_ 13_ 14_ 15_ 16_ 17_ 18],[9],[5_ 10_ 19],,,,,
416, whole foods 是 我 去 的 最 频繁 的 超市 ， 因为 里边 只 卖 有机 食品 ， 质量 有 保证 。,1,whole foods,全食,,,,,,,,, 全食 是 我 去 的 最 频繁 的 超市 ， 因为 里边 只 卖 有机 食品 ， 质量 有 保证 。,17,2,3,[2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 11_ 12_ 13_ 14_ 15_ 16_ 18_ 19_ 20],[0_ 1],[10_ 17_ 21],,,,,
417, 欢迎 感兴趣 的 妹子 联系 我 拿 floor plan 和 各 种 房子 图片 ~,1,floor plan,平面图,,,,,,,,, 欢迎 感兴趣 的 妹子 联系 我 拿 平面图 和 各 种 房子 图片 ~,12,2,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 9_ 10_ 11_ 12_ 13],[7_ 8],[14],,,,,
418, 距离 大 超市 giant eagle 很 近 ， 周围 有 超 多 饭馆 （ 包括 中餐 ） ， 还有 银行 等 。,1,giant eagle,大老鹰,,,,,,,,, 距离 大 超市 大老鹰 很 近 ， 周围 有 超 多 饭馆 （ 包括 中餐 ） ， 还有 银行 等 。,15,2,5,[0_ 1_ 2_ 5_ 6_ 8_ 9_ 10_ 11_ 12_ 14_ 15_ 18_ 19_ 20],[3_ 4],[7_ 13_ 16_ 17_ 21],,,,,
419, 暖气 是 用 gas 的 ， 不用 担心,1,gas,气,,,,,,,,, 暖气 是 用气 的 ， 不用 担心,6,1,1,[0_ 1_ 2_ 4_ 6_ 7],[3],[5],,,,,
420, 欢迎 text ， 不 能 时时 接 电话 。,1,text,短信,,,,,,,,, 欢迎短信， 不 能 时时 接 电话 。,6,1,2,[0_ 3_ 4_ 5_ 6_ 7],[1],[2_ 8],,,,,
421, 步行 距离 去 美国 超市 （ giant eagle ） 和 中国 超市 （ panda supermarket ）,2,giant eagle,大老鹰,panda supermarket,熊猫超市,,,,,,, 步行 距离 去 美国 超市 （ 大老鹰 ） 和 中国 超市 （ 熊猫超市）,8,4,4,[0_ 1_ 2_ 3_ 4_ 9_ 10_ 11],[6_ 7_ 13_ 14],[5_ 8_ 12_ 15],,,,,
422, 如 感 兴趣 ， 请 发 邮件 : yan em@18,1,yan,严,,,,,,,,, 如 感 兴趣 ， 请 发 邮件 : yan em@18,6,1,3,[0_ 1_ 2_ 4_ 5_ 6],[8],[3_ 7_ 9],,,,,
423, 地点 ： north oakland/shadyside,1,north,北,,,,,,,,, 地点 ： 北奥克兰/沙迪,1,1,2,[0],[2],[1_ 3],,,,,
424, 房型 ： house 有 院子,1,house,住宅,,,,,,,,, 房型 ： 独栋住宅 有 院子,3,1,1,[0_ 3_ 4],[2],[1],,,,,
425, 欢迎 email 咨询,1,email,电子邮件,,,,,,,,, 欢迎 电子邮件 咨询,2,1,0,[0_ 2],[1],[],,,,,
426, 位 于 north craig st 上 的 两 室 一 厅 公寓 招租 ， 长 租 优先 ， 长短 租 均 可 。,1,north craig st,北克列戈街,,,,,,,,, 位 于 北克列戈街 上 的 两 室 一 厅 公寓 招租 ， 长 租 优先 ， 长短 租 均 可 。,17,3,3,[0_ 1_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 14_ 15_ 16_ 18_ 19_ 20_ 21],[2_ 3_ 4],[13_ 17_ 22],,,,,
427, 来回 都 没有 traffic .,1,traffic,交通,,,,,,,,, 来回 都 没有交通 .,3,1,1,[0_ 1_ 2],[3],[4],,,,,
428, 公寓 有 off street parking 且 允许 养 宠物 。,1,off street parking,露天停车,,,,,,,,, 公寓 有 露天停车 且 允许 养 宠物 。,6,3,1,[0_ 1_ 5_ 6_ 7_ 8],[2_ 3_ 4],[9],,,,,
429, 小区 居民 是 匹 大学生 和 年轻 学者 以及 美国 白人 等 ， 学校 的 shuttle 从 门前 经过 。,1,shuttle,摆渡车,,,,,,,,, 小区 居民 是 匹 大学生 和 年轻 学者 以及 美国 白人 等 ， 学校 的 摆渡车 从 门前 经过 。,17,1,2,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 13_ 14_ 16_ 17_ 18],[15],[12_ 19],,,,,
430, 户型 ： 一 楼 是 超大 living room ， dining room 及 厨房 ；,2,living room,客厅,dining room,餐厅,,,,,,, 户型 ： 一 楼 是 超大客厅 ， 餐厅 及 厨房 ；,7,4,3,[0_ 2_ 3_ 4_ 5_ 11_ 12],[6_ 7_ 9_ 10],[1_ 8_ 13],,,,,
431, 二 楼 是 三 间 卧室 和 一 个 full 的 卫生间 。,1,full,完整,,,,,,,,, 二 楼 是 三 间 卧室 和 一 个 完整的 卫生间 。,11,1,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 10_ 11],[9],[12],,,,,
432, 三 楼 是 一 卧 一 卫 的 studio 。,1,studio,工作室,,,,,,,,, 三 楼 是 一 卧 一 卫 的工作室。,8,1,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7],[8],[9],,,,,
433, 须 直接 和 物业 联系 ， 具体 公寓 信息 和 联系 方式 可 搜索 ： mozart cavendish apartment 房间 名称 ： latimer,2,mozart cavendish apartment,莫扎特卡文迪许公寓,latimer,拉蒂默,,,,,,, 须 直接 和 物业 联系 ， 具体 公寓 信息 和 联系 方式 可 搜索 ：莫扎特卡文迪许公寓 房间 名称 ：拉蒂默,15,4,3,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 18_ 19],[15_ 16_ 17_ 21],[5_ 14_ 20],,,,,
434, 步行 距离 至 mellon park ， bakery square （ shopping ， dinner ， etc ）,5,mellon park,美伦公园,bakery square,面板广场,shopping,购物,dinner,晚餐,etc,等, 步行 距离 至 美伦公园 ， 面板广场 （ 购物，晚餐，等）,3,7,5,[0_ 1_ 2],[3_ 4_ 6_ 7_ 9_ 11_ 13],[5_ 8_ 10_ 12_ 14],,,,,
435, 如果 你 想 看 更多 图片 或 了解 更 多 信息 ， 也 可以 在 联系 物业 前 和 我 联系 ， 我 会 提供 更 多 个 人 的 居住 体验 ， tips ， 或是 公寓 更 多 细节 。,1,tips,忠告,,,,,,,,, 如果 你 想 看 更多 图片 或 了解 更 多 信息 ， 也 可以 在 联系 物业 前 和 我 联系 ， 我 会 提供 更 多 个 人 的 居住 体验 ，忠告， 或是 公寓 更 多 细节 。,35,1,5,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 12_ 13_ 14_ 15_ 16_ 17_ 18_ 19_ 20_ 22_ 23_ 24_ 25_ 26_ 27_ 28_ 29_ 30_ 31_ 35_ 36_ 37_ 38_ 39],[33],[11_ 21_ 32_ 34_ 40],,,,,
436, 电话 ： pn-10 （ text first ）,1,text first,短信优先,,,,,,,,, 电话 ： pn-10 （短信优先 ）,1,2,4,[0],[4_ 5],[1_ 2_ 3_ 6],,,,,
437, 如 感 兴趣 ， 请 发 邮件 : yan em@18,1,yan,严,,,,,,,,, 如 感 兴趣 ， 请 发 邮件 : yan em@18,6,1,3,[0_ 1_ 2_ 4_ 5_ 6],[8],[3_ 7_ 9],,,,,
438, 可以 share 大部分 家用 电器 ， 厨房 用品 ， 家具 等 。,1,share,共享,,,,,,,,, 可以 共享大部分 家用 电器 ， 厨房 用品 ， 家具 等 。,8,1,3,[0_ 2_ 3_ 4_ 6_ 7_ 9_ 10],[1],[5_ 8_ 11],,,,,
439, 地点 在 murray ave.,1,murray,默里,,,,,,,,, 地点 在 默里街.,2,1,1,[0_ 1],[2],[3],,,,,
440, 另有 全套 基本 家具 （ full size 床 / 书桌 / 柜子 / 空调 ） 如 需要 可 低价 转让 。,1,full size,全尺寸大小,,,,,,,,, 另有 全套 基本 家具 （ 全尺寸大小 床 / 书桌 / 柜子 / 空调 ） 如 需要 可 低价 转让 。,13,2,6,[0_ 1_ 2_ 3_ 7_ 9_ 11_ 13_ 15_ 16_ 17_ 18_ 19],[5_ 6],[4_ 8_ 10_ 12_ 14_ 20],,,,,
441, 请 联系 rent em@1,1,rent,租,,,,,,,,, 请 联系 rent em@1,2,1,1,[0_ 1],[2],[3],,,,,
442, 因为 之前 要 租 的 同学 变卦 所以 房间 又 available 了 ， 有 兴趣 请 邮件 联系 ， 我 会 提供 照片 ~,1,available,有效,,,,,,,,, 因为 之前 要 租 的 同学 变卦 所以 房间 又 有效了 ， 有 兴趣 请 邮件 联系 ， 我 会 提供 照片 ~,20,1,3,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 11_ 13_ 14_ 15_ 16_ 17_ 19_ 20_ 21_ 22],[10],[12_ 18_ 23],,,,,
443, mini van 包车 往返 pit 机场 及 匹兹堡 市区,2,mini van,小面包车,pit,匹兹堡,,,,,,, 小面包车 包车 往返 pit 机场 及 匹兹堡 市区,6,3,0,[2_ 3_ 5_ 6_ 7_ 8],[0_ 1_ 4],[],,,,,
444, 车辆 ： honda odyssey,1,honda odyssey,本田奥德赛,,,,,,,,, 车辆 ：本田奥德赛,1,2,1,[0],[2_ 3],[1],,,,,
445, 豪华 suv 包车 往返 pit 机场 及 匹兹堡 市区,2,suv,城市功能越野车,pit,匹兹堡,,,,,,, 豪华城市功能越野车包车 往返 pit 机场 及 匹兹堡 市区,7,2,0,[0_ 2_ 3_ 5_ 6_ 7_ 8],[1_ 4],[],,,,,
446, 豪华 suv 包车 往返 pit 机场 及 匹兹堡 市区,2,suv,城市功能越野车,pit,匹兹堡,,,,,,, 豪华城市功能越野车包车 往返 pit 机场 及 匹兹堡 市区,7,2,0,[0_ 2_ 3_ 5_ 6_ 7_ 8],[1_ 4],[],,,,,
447, 地处 greenfield ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,1,greenfield,格林菲尔德,,,,,,,,, 地处格林菲尔德 ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,8,1,3,[0_ 3_ 4_ 5_ 7_ 8_ 10_ 11],[1],[2_ 6_ 9],,,,,
448, 户型 ： 一 楼 是 超大 living room ， dining room 及 厨房 ；,2,living room,客厅,dining room,餐厅,,,,,,, 户型 ： 一 楼 是 超大客厅， 餐厅 及 厨房 ；,7,4,3,[0_ 2_ 3_ 4_ 5_ 11_ 12],[6_ 7_ 9_ 10],[1_ 8_ 13],,,,,
449, 八月 初 入住 ， 一 年 lease .,1,lease,合同,,,,,,,,, 八月 初 入住 ， 一 年合同 .,5,1,2,[0_ 1_ 2_ 4_ 5],[6],[3_ 7],,,,,
450, oakland 的 好 房 您 不 能 错过 ！,1,oakland,奥克兰,,,,,,,,, 奥克兰的 好 房 您 不 能 错过 ！,7,1,1,[1_ 2_ 3_ 4_ 5_ 6_ 7],[0],[8],,,,,
451, 如果 感 兴趣 ， 欢迎 联系 wet em@19,1,wet,维特,,,,,,,,, 如果 感 兴趣 ， 欢迎 联系 wet em@19,5,1,2,[0_ 1_ 2_ 4_ 5],[6],[3_ 7],,,,,
452, oakland 有 一 栋 三 层 楼 六 个 卧室 ， 两 个 带 浴室 的 厕所 的 连 栋 房 。,1,oakland,奥克兰,,,,,,,,, 奥克兰有 一 栋 三 层 楼 六 个 卧室 ， 两 个 带 浴室 的 厕所 的 连 栋 房 。,19,1,2,[1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 11_ 12_ 13_ 14_ 15_ 16_ 17_ 18_ 19_ 20],[0],[10_ 21],,,,,
453, 小区 居民 是 学生 和 年轻 学者 ， 学校 的 shuttle 从 门前 经过 ， 而且 很多 。,1,shuttle,摆渡车,,,,,,,,, 小区 居民 是 学生 和 年轻 学者 ， 学校 的 摆渡车 从 门前 经过 ， 而且 很多 。,14,1,3,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 8_ 9_ 11_ 12_ 13_ 15_ 16],[10],[7_ 14_ 17],,,,,
454, 八月 初 入住 ， 一 年 lease .,1,lease,合同,,,,,,,,, 八月 初 入住 ， 一 年合同 .,5,1,2,[0_ 1_ 2_ 4_ 5],[6],[3_ 7],,,,,
455, 有意 请 email 至 em@10,1,email,电子邮件,,,,,,,,, 有意 请 电子邮件 至 em@10,3,1,1,[0_ 1_ 3],[2],[4],,,,,
456, 月 租金 $450 ， 包 所有 utilities 。,1,utilities,水电气,,,,,,,,, 月 租金 $450 ， 包 所有 水电气 。,4,1,3,[0_ 1_ 4_ 5],[6],[2_ 3_ 7],,,,,
457, lebanon ， 该 区 高中 在 滨州 公立 排名 第九 。,1,lebanon,黎巴嫩,,,,,,,,, 黎巴嫩 ， 该 区 高中 在 滨州 公立 排名 第九 。,8,1,2,[2_ 3_ 4_ 5_ 6_ 7_ 8_ 9],[0],[1_ 10],,,,,
458, 每个 房间 都 有 closet ， 图 中 黄色 部分 是 closet .,2,closet,衣橱,closet,衣橱,,,,,,, 每个 房间 都 有 衣橱 ， 图 中 黄色 部分 是 衣橱 .,9,2,2,[0_ 1_ 2_ 3_ 6_ 7_ 8_ 9_ 10],[4_ 11],[5_ 12],,,,,
459, oakland 的 好 房 您 不 能 错过 ！,1,oakland,奥克兰,,,,,,,,, 奥克兰 的 好 房 您 不 能 错过 ！,7,1,1,[1_ 2_ 3_ 4_ 5_ 6_ 7],[0],[8],,,,,
460, oakland 的 干净 精致 好 房 您 不 能 错过 ！,1,oakland,奥克兰,,,,,,,,, 奥克兰 的 干净 精致 好 房 您 不 能 错过 ！,9,1,1,[1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9],[0],[10],,,,,
461, 地点 ： north oakland/shadyside,1,north,北,,,,,,,,, 地点 ：北奥克兰/沙迪,1,1,2,[0],[2],[1_ 3],,,,,
462, 房型 ： house,1,house,住宅,,,,,,,,, 房型 ： 独栋住宅,1,1,1,[0],[2],[1],,,,,
