sentence id,sentence,chinese word index,punct index,source
2055,非常 安静 安全 的 社区 ， 房子 坐落 地势 平缓 的 地面 ， 入住 舒适 程度 高 、 性价比 高 。,[0_1_2_3_4_6_7_8_9_10_11_13_14_15_16_18_19],[5_12_17_20],CMU
2056,房子 是 租房 市场 上 少见 的 好 房子 。,[0_1_2_3_4_5_6_7_8],[9],CMU
2058,已经 补充 了 其中 一 个 房子 的 链接 。,[0_1_2_3_4_5_6_7_8],[9],CMU
2059,可以 看到 照片 等 。,[0_1_2_3],[4],CMU
2061,可 议价 。,[0_1],[2],CMU
2063,第三 层 有 两 个 独立 的 房间 和 一 个 卫生间 ， 厨房 在 一 楼 。,[0_1_2_3_4_5_6_7_8_9_10_11_13_14_15_16],[12_17],CMU
2064,地理 位置 :,[0_1],[2],CMU
2066,一 个 没有 坏 习惯 的 男生 。,[0_1_2_3_4_5_6],[7],CMU
2067,现在 在 找 房子 ， 现在 和 房东 联系 了 两 处 不错 的 房产 。,[0_1_2_3_5_6_7_8_9_10_11_12_13_14],[4_15],CMU
2068,如果 有 现在 还 没 租房 的 同学 ， 欢迎 联系 我 一起 选 房子 。,[0_1_2_3_4_5_6_7_9_10_11_12_13_14],[8_15],CMU
2069,仍旧 在 寻找 房子 。,[0_1_2_3],[4],CMU
2070,xnag/rcjwd 南 奥克兰 妇女 医院 附近 。,[1_2_3_4_5],[0_6],CMU
2071,房间 超大 ， 厨房 超大 。,[0_1_3_4],[2_5],CMU
2072,另外 可 提供 部分 家具 ， 娱乐 设施 以及 厨房 用具 等 。,[0_1_2_3_4_6_7_8_9_10_11],[5_12],CMU
2076,有 图 有 真相 ！,[0_1_2_3],[4],CMU
2077,微 信号 ： 189800702358.,[0_1],[2_3],CMU
2078,谢谢 您 ！,[0_1],[2],CMU
2079,oz5g/nsmvk 两 个 卧室 ， 中央 空调 ， 一 个 厕所 ， 一 个 厨房 ， 一 个 大 客厅 家具 齐全 。,[1_2_3_5_6_8_9_10_12_13_14_16_17_18_19_20_21],[0_4_7_11_15_22],CMU
2080,全 套 房子 有 家具 、 网络 齐全 。,[0_1_2_3_4_6_7],[5_8],CMU
2088,价钱 多少 ？,[0_1],[2],CMU
2089,诚 求 7.,[0_1],[2],CMU
2090,自己 顶 一下,[0_1_2],[],CMU
2094,地点 非常 好 。,[0_1_2],[3],CMU
2095,欢迎 租 一 年 ！,[0_1_2_3],[4],CMU
2096,尊重 他人 。,[0_1],[2],CMU
2097,她 是 一 个 很 好 沟通 的 人 。,[0_1_2_3_4_5_6_7_8],[9],CMU
2098,几 分钟 就 一 辆 车 .,[0_1_2_3_4_5],[6],CMU
2099,步行 去 饭店 和 购物 。,[0_1_2_3_4],[5],CMU
2100,房间 非常 大 。,[0_1_2],[3],CMU
2102,已 租 已 租 顶 ！,[0_1_2_3_4],[5],CMU
2103,卧室 和 卫生间 情况 等等 嘛 ？,[0_1_2_3_4_5],[6],CMU
2104,谢 啦 ！,[0_1],[2],CMU
2105,速 决定 中 。,[0_1_2],[3],CMU
2106,每个 卧室 租价 ： 从 700-800-900 不等 。,[0_1_2_4_6],[3_5_7],CMU
2107,有 家具 、 有 网络 。,[0_1_3_4],[2_5],CMU
2110,有 电扇 。,[0_1],[2],CMU
2127,公交 便利 。,[0_1],[2],CMU
2129,入住 和 截止 时间 均 可 商议 。,[0_1_2_3_4_5_6],[7],CMU
2131,欢迎 随时 看 房 。,[0_1_2_3],[4],CMU
2134,前天 刚刚 去 看 了 房子 ， 还 不错 ， 需要 照片 的 请 联系 我 。,[0_1_2_3_4_5_7_8_10_11_12_13_14_15],[6_9_16],CMU
2135,有意 请 联系 我 。,[0_1_2_3],[4],CMU
2136,只有 一 间 卧室 剩下 了 。,[0_1_2_3_4_5],[6],CMU
2137,房子 干净 。,[0_1],[2],CMU
2138,阳光 明媚 。,[0_1],[2],CMU
2139,家具 窗帘 等 都 齐全 。,[0_1_2_3_4],[5],CMU
2140,三 个 卧室 ， 一 个 卫生间 。,[0_1_2_4_5_6],[3_7],CMU
2141,欢迎 来信 。,[0_1],[2],CMU
2142,可 协商 价格 。,[0_1_2],[3],CMU
2143,租价 可 议 ， 想 早点 出租 。,[0_1_2_4_5_6],[3_7],CMU
2144,一 天 基本 只 有 睡觉 在家 ， 所以 客厅 也 没有 问题 。,[0_1_2_3_4_5_6_8_9_10_11_12],[7_13],CMU
2145,左右 邻居 是 教授 和 博士后 、 研究生 等 。,[0_1_2_3_4_5_7_8],[6_9],CMU
2146,目前 是 四 个 卧室 。,[0_1_2_3_4],[5],CMU
2147,房东 住 很 近 。,[0_1_2_3],[4],CMU
2148,开门 可以 走到 后院 。,[0_1_2_3],[4],CMU
2149,求 联系 方式 ， 谢谢 !,[0_1_2_4],[3_5],CMU
2150,求 联系 方式 ， 谢谢 已经 发给 你 了 。,[0_1_2_4_5_6_7_8],[3_9],CMU
2151,求 联系 方式 ， 谢谢 ！,[0_1_2_4],[3_5],CMU
2152,本 房 适合 带 孩子 的 家庭 ， 可 就读 mt.,[0_1_2_3_4_5_6_8_9],[7_10],CMU
2153,学生 和 老师 都 非常 友善 ， 小孩 特别 喜欢 这里 的 学校 。,[0_1_2_3_4_5_7_8_9_10_11_12],[6_13],CMU
2155,本人 生活 习惯 良好 ， 性格 随和 ， 喜欢 安静 。,[0_1_2_3_5_6_8_9],[4_7_10],CMU
2156,我 为 朋友 发 贴 她 有 三 卧室 一 厕$1300 每 月 和七卧两厕$2500 。,[0_1_2_3_4_5_6_7_8_9_11_12],[10_13_14],CMU
2157,停车 便利 。,[0_1],[2],CMU
2162,包 所有 费用 ： 水 、 电 、 煤气 、 暖气 和 网络 。,[0_1_2_4_6_8_10_11_12],[3_5_7_9_13],CMU
2163,求 短 租 7.,[0_1_2],[3],CMU
2164,女生 ， 求 短 租 8.,[0_2_3_4],[1_5],CMU
2166,请 联系 sara.,[0_1],[2],CMU
2167,有意 请 联系 beeler.,[0_1_2],[3],CMU
2172,研究生 ， 女生 。,[0_2],[1_3],CMU
2173,要求 有 独立 的 房间 就 行 。,[0_1_2_3_4_5_6],[7],CMU
2174,卧室 房租 : $ 535+电 、 网 。,[0_1_6],[2_3_4_5_7],CMU
2175,房租 可 议 。,[0_1_2],[3],CMU
2178,房东 是 个 意大利 裔 美国人 ， 人 超级 好 ， 对 中国 文化 超级 感 兴趣 ， 稍微 有点 洁癖 ， 所以 只 租 女生 。,[0_1_2_3_4_5_7_8_9_11_12_13_14_15_16_18_19_20_22_23_24_25],[6_10_17_21_26],CMU
2179,房东 是 不 是 还会 请 钟点工 打扫 厨房 客厅 和 厕所 。,[0_1_2_3_4_5_6_7_8_9_10_11],[12],CMU
2180,已 租 。,[0_1],[2],CMU
2181,房间 客厅 都 可以 接受 。,[0_1_2_3_4],[5],CMU
2182,万分 感谢 。,[0_1],[2],CMU
2184,全 套 家具 提供 。,[0_1_2_3],[4],CMU
2186,节约 好多 时间 准备 家具 ！,[0_1_2_3_4],[5],CMU
2187,适合 3-4 人 居住 。,[0_2_3],[1_4],CMU
2188,房租 2400/month .,[0],[1_2],CMU
2189,～ 前后 阳台 。,[1_2],[0_3],CMU
2190,html** 特价 房租 机会 ： 7/2 号 前 签约 可 折扣 。,[1_2_3_6_7_8_9_10],[0_4_5_11],CMU
2191,需要 男生 ， 生活 习惯 好 ， 讲 卫生 。,[0_1_3_4_5_7_8],[2_6_9],CMU
2192,房间 一切 家具 网络 一切 齐全 ， 拎包 入住 ！,[0_1_2_3_4_5_7_8],[6_9],CMU
2193,～ 非常 安静 安全 的 小区 。,[1_2_3_4_5],[0_6],CMU
2194,窗户 窗帘 都 免费 提供 。,[0_1_2_3_4],[5],CMU
2195,去 超市 去 各 种 中外 餐厅 都 特别 近 ， 走 几 分钟 就 可以 。,[0_1_2_3_4_5_6_7_8_9_11_12_13_14_15],[10_16],CMU
2196,公交 直达 。,[0_1],[2],CMU
2197,欢迎 站 内 联系 。,[0_1_2_3],[4],CMU
2198,联系 的 时候 请 简单 介绍 ， 并 说明 入住 时间 。,[0_1_2_3_4_5_7_8_9_10],[6_11],CMU
2199,你 也 帮 留意 一下 如何 ？,[0_1_2_3_4_5],[6],CMU
2200,我 也 会 留意 。,[0_1_2_3],[4],CMU
2201,如果 有 几 个 单 租 的 同学 也 可以 在 这里 留言 。,[0_1_2_3_4_5_6_7_8_9_10_11_12],[13],CMU
2202,或者 发 邮件 给 我 好 吗 ？,[0_1_2_3_4_5_6],[7],CMU
2203,希望 有 8.,[0_1],[2],CMU
2208,全 新 装修 厨房 ， 大理石 台面 ， 新 橱柜 ；,[0_1_2_3_5_6_8_9],[4_7_10],CMU
2210,出租 房间 ： 一 楼 独立 二 室 一 厅 ， 独门 进出 ， 安全 可靠 。,[0_1_3_4_5_6_7_8_9_11_12_14_15],[2_10_13_16],CMU
2211,安全 ： 无需 担心 !,[0_2_3],[1_4],CMU
2212,街角 就 有 日用品 商店 ， 药店 。,[0_1_2_3_4_6],[5_7],CMU
2213,走路 几 分钟 就 有 墨西哥 ， 意大利 超市 有 蔬菜 和 水果 。,[0_1_2_3_4_5_7_8_9_10_11_12],[6_13],CMU
2215,感 兴趣 请 微 信 联系 tony_abracadabra ， 谢谢 ！,[0_1_2_3_4_5_8],[6_7_9],CMU
2218,非常 安静 。,[0_1],[2],CMU
2219,也 可以 租 一 年 。,[0_1_2_3_4],[5],CMU
2221,麻烦 同学 联系 的 时候 自我 介绍 一下 ， 说明 入住 时间 。,[0_1_2_3_4_5_6_7_9_10_11],[8_12],CMU
2223,apartmenttypeid=309#imagedisplay 如 有 问题 或是 有 兴趣 ， 可以 邮件 amy.,[1_2_3_4_5_6_8_9],[0_7_10],CMU
2224,交通 便利 ， 环境 不 要 嘈杂 。,[0_1_3_4_5_6],[2_7],CMU
2225,长 租 跟 公寓 管理 签 就好 。,[0_1_2_3_4_5_6],[7],CMU
2226,房间 带 空调 。,[0_1_2],[3],CMU
2227,个人 觉得 这个 房型 和 位置 都 很 棒 。,[0_1_2_3_4_5_6_7_8],[9],CMU
2228,周边 公交 发达 ， 还有 公园 。,[0_1_2_4_5],[3_6],CMU
2229,gust-2015 / 抱歉 我 人 不 在 匹兹堡 没有 屋里 现在 的 照片 ， 如果 您 需要 可以 联系 我 ， 我 让 我 的 同学 拍照 发给 您 。,[2_3_4_5_6_7_8_9_10_11_12_14_15_16_17_18_19_21_22_23_24_25_26_27_28],[0_1_13_20_29],CMU
2230,房子 在 三 楼 采光 很 好 ， 附近 是 犹太人 社区 及其 安全 。,[0_1_2_3_4_5_6_8_9_10_11_12_13],[7_14],CMU
2231,房子 采光 很 好 ， 整个 一 面 墙 都 是 窗户 ， 适合 自己 在 宿舍 学习 。,[0_1_2_3_5_6_7_8_9_10_11_13_14_15_16_17],[4_12_18],CMU
2232,十分 感谢 ！,[0_1],[2],CMU
2233,， 一 周 大概 有 周一 到 周四 在 ， 周末 一般 不 在 匹兹堡 。,[1_2_3_4_5_6_7_8_10_11_12_13_14],[0_9_15],CMU
2237,交通 便利 ， 价格 可 议 。,[0_1_3_4_5],[2_6],CMU
2238,希望 生活 习惯 好 ， 作息 规律 。,[0_1_2_3_5_6],[4_7],CMU
2240,设施 : 床 ， 桌子 ， 网络 ， 水电 ， 空调 !,[0_2_4_6_8_10],[1_3_5_7_9_11],CMU
2241,房间 里 有 我们 自己 买 的 洗衣机 !,[0_1_2_3_4_5_6_7],[8],CMU
2242,不 需要 公用 的 机器 ， 既 干净 又 省 了 钱 ， 夏天 尤其 适用 ~ !,[0_1_2_3_4_6_7_8_9_10_11_13_14_15],[5_12_16_17],CMU
2244,入住 日期 可 议 。,[0_1_2_3],[4],CMU
2245,即刻 可 入住 ， 三 月 房租 可 优惠 ！,[0_1_2_4_5_6_7_8],[3_9],CMU
2246,超大 客厅 。,[0_1],[2],CMU
2247,位置 超级 优越 便利 ！,[0_1_2_3],[4],CMU
2248,出租 的 是 最 左边 的 卧室,[0_1_2_3_4_5_6],[],CMU
2250,时间 符合 ；,[0_1],[2],CMU
2251,房子 整洁 即可 ， 最好 有 家具 ， 没有 也 没关系 ；,[0_1_2_4_5_6_8_9_10],[3_7_11],CMU
2252,apartmenttypeid=390 这个 客厅 非常 大 ， 冬天 暖气 特别 足 ， 夏天 有 空调 ， 会 住 得 非常 舒服 。,[1_2_3_4_6_7_8_9_11_12_13_15_16_17_18_19],[0_5_10_14_20],CMU
2254,环境 很 好 ， 门口 有 一 个 教堂 ， 绿化 很多 。,[0_1_2_4_5_6_7_8_10_11],[3_9_12],CMU
2255,房间 ： 三 室 两 卫 一 厅 。,[0_2_3_4_5_6_7],[1_8],CMU
2256,屋内 有 空调 暖气 ， 整个 公寓 明年 五月 还 可以 接着 续签 。,[0_1_2_3_5_6_7_8_9_10_11_12],[4_13],CMU
2257,房间 较大 ， 向阳 ， 家具 齐全 拎包 入住 。,[0_1_3_5_6_7_8],[2_4_9],CMU
2258,周围 治安 很 好 ， 十分 安全 。,[0_1_2_3_5_6],[4_7],CMU
2259,本 出租 卧室 为 二 楼 最大 卧室 。,[0_1_2_3_4_5_6_7],[8],CMU
2260,并且 会 定期 清理 房间 。,[0_1_2_3_4],[5],CMU
2261,厨房 家电 设备 齐全 ， 同时 房屋 管理 公司 的 维修 处理 也 非常 及时 。,[0_1_2_3_5_6_7_8_9_10_11_12_13_14],[4_15],CMU
2262,欢迎 研究生 申请 。,[0_1_2],[3],CMU
2263,希望 房客 是 比较 爱 干净 的 学生 。,[0_1_2_3_4_5_6_7],[8],CMU
2264,靠近 craig/winthrop 附近 。,[0_2],[1_3],CMU
2265,这样 很 容易 清洁 。,[0_1_2_3],[4],CMU
2266,平时 也 容易 保持 干净 。,[0_1_2_3_4],[5],CMU
2267,房子 有 家具 ！,[0_1_2],[3],CMU
2268,可以 节约 好多 时间 去 买 家具 运 家具 装 家具 。,[0_1_2_3_4_5_6_7_8_9_10],[11],CMU
2269,大部分 房间 书桌 椅子 都 有 ， 大家 具 基本 齐备 。,[0_1_2_3_4_5_7_8_9_10],[6_11],CMU
2270,而且 还 有 家具 （ 沙发 、 床 都 齐备 ） ， 来 了 就 可以 安心 睡觉 ， 不 用 花 几 个 星期 办 家具 ， 更 是 一 大 优点 。,[0_1_2_3_5_7_8_9_12_13_14_15_16_17_19_20_21_22_23_24_25_26_28_29_30_31_32],[4_6_10_11_18_27_33],CMU
2271,研究生 优先 。,[0_1],[2],CMU
2272,欢迎 在 这里 站 内 联系 。,[0_1_2_3_4_5],[6],CMU
2273,祝 同学 找 房 顺利 ！,[0_1_2_3_4],[5],CMU
2274,走路 几 分钟 ， 不用 等 公交 ， 实在 是 太 方便 了 。,[0_1_2_4_5_6_8_9_10_11_12],[3_7_13],CMU
2275,卧室 客厅 都 有 家具 。,[0_1_2_3_4],[5],CMU
2276,厨房 都 有 微波炉 冰箱 以及 简单 厨具 。,[0_1_2_3_4_5_6_7],[8],CMU
2277,房租 ： $ 800-900／bedroom 。,[0],[1_2_3_4],CMU
2278,因为 房子 的确 非常 好 （ 地点 好 、 房子 好 、 家具 全 、 干净 ） ， 性价比 很 高 。,[0_1_2_3_4_6_7_9_10_12_13_15_18_19_20],[5_8_11_14_16_17_21],CMU
2279,谢谢 同学 留意 。,[0_1_2],[3],CMU
2280,本人 勤劳 勇敢 ， 干净 整洁 ， 没有 不良 习惯 。,[0_1_2_4_5_7_8_9],[3_6_10],CMU
2281,若 有 意向 请 联系 412-638-1020.,[0_1_2_3_4],[5],CMU
2282,平时 干净 整洁 ， 作息 规律 ， 希望 可以 找到 两 室 或者 一 室 ， 距 学校 较 近 的 房子 。,[0_1_2_4_5_7_8_9_10_11_12_13_14_16_17_18_19_20_21],[3_6_15_22],CMU
2283,有意 请 邮件 或 短信 ， 谢谢 ！,[0_1_2_3_4_6],[5_7],CMU
2284,一定 要 干净 和 安静 哦 ！,[0_1_2_3_4_5],[6],CMU
2285,阳光 明媚 大 卧室 : （ 有 床 ， 桌子 ， 椅子 。,[0_1_2_3_6_7_9_11],[4_5_8_10_12],CMU
2286,步行 到 各 种 中国 饭店 。,[0_1_2_3_4_5],[6],CMU
2287,室内 有 家具 。,[0_1_2],[3],CMU
2289,好 房 推荐 ！,[0_1_2],[3],CMU
2290,照片 在 最后 ！,[0_1_2],[3],CMU
2296,已 租 已 租 已 租,[0_1_2_3_4_5],[],CMU
2297,有 洗衣机 ， 可以 不 用 公共 洗衣机 ～ 免费 街 趴 ！,[0_1_3_4_5_6_7_9_10_11],[2_8_12],CMU
2299,仍旧 招租 ~,[0_1],[2],CMU
2301,公寓 房间 内 设施 如图 。,[0_1_2_3_4],[5],CMU
2302,附件 是 房子 的 照片 ：,[0_1_2_3_4],[5],CMU
2303,房子 周围 的 草坪 我 会 来 剪 ， 完全 不用 担心 。,[0_1_2_3_4_5_6_7_9_10_11],[8_12],CMU
2305,他 的 孩子 就 在 旁边 的 中文 学校 上学 ， 有 什么 问题 可以 立刻 找到 。,[0_1_2_3_4_5_6_7_8_9_11_12_13_14_15_16],[10_17],CMU
2307,没有 要求 的 。,[0_1_2],[3],CMU
2308,谢谢 都 还 在 ， 继续 招租,[0_1_2_3_5_6],[4],CMU
2309,因为 客厅 住 的 是 个 妹子 ， 所以 我 招 女生 ， 抱歉 。,[0_1_2_3_4_5_6_8_9_10_11_13],[7_12_14],CMU
2310,房子 有 沙发 ， 床 等 家具 。,[0_1_2_4_5_6],[3_7],CMU
2311,5/25 或者 提前 都 可以 出租 。,[1_2_3_4_5],[0_6],CMU
2312,租 一 个 房间 也 可以 。,[0_1_2_3_4_5],[6],CMU
2313,不 单 租 。,[0_1_2],[3],CMU
2315,本人 是 匹 大 毕业 。,[0_1_2_3_4],[5],CMU
2316,现在 在 匹兹堡 工作 。,[0_1_2_3],[4],CMU
2317,客厅 不 打算 租 ， 打算 放 电视 和 沙发 ， 娱乐 休闲 。,[0_1_2_3_5_6_7_8_9_11_12],[4_10_13],CMU
2318,彼此 都 有 彼此 的 小 空间 。,[0_1_2_3_4_5_6],[7],CMU
2319,追求 生活 品质 的 妹子 看 过来 ！,[0_1_2_3_4_5_6],[7],CMU
2320,楼 主 一直 住 的 地毯 房间 ， 真的 觉得 不 好 打扫 ， 吸尘器 怎么 吸 也 吸 不 完 里面 的 污垢 。,[0_1_2_3_4_5_6_8_9_10_11_12_14_15_16_17_18_19_20_21_22_23],[7_13_24],CMU
2321,去年 冬天 因为 过敏 ， 嗓子 一直 难受 ， 花 了 好几 百 刀 去 看病 。,[0_1_2_3_5_6_7_9_10_11_12_13_14_15],[4_8_16],CMU
2322,这 也 是 为什么 我 特 喜欢 这个 房子 。,[0_1_2_3_4_5_6_7_8],[9],CMU
2323,周末 我 也 可以 开车 一起 去 买 菜 逛街 啥 的 。,[0_1_2_3_4_5_6_7_8_9_10_11],[12],CMU
2324,注明 租房 。,[0_1],[2],CMU
2325,然后 你 也 有 一 份 合同 。,[0_1_2_3_4_5_6],[7],CMU
2326,其他 想不到 别的 什么 了 ！,[0_1_2_3_4],[5],CMU
2327,其中 一 个 房间 可以 提前 搬入 。,[0_1_2_3_4_5_6],[7],CMU
2328,如果 只 租 一 个 房间 ， 是 700-800一 个 月 。,[0_1_2_3_4_5_7_9_10],[6_8_11],CMU
2329,二 楼 三 间 卧室 可以 出租 。,[0_1_2_3_4_5_6],[7],CMU
2330,这个 房子 一 楼 有 两 个 卧室 ， 二 楼 三 个 卧室 ， 目前 供出 租 的 是 二 楼 的 卧室 。,[0_1_2_3_4_5_6_7_9_10_11_12_13_15_16_17_18_19_20_21_22_23],[8_14_24],CMU
2331,二 楼 有 卫生间 一 个 。,[0_1_2_3_4_5],[6],CMU
2332,一 楼 也 有 一 个 卫生间 。,[0_1_2_3_4_5_6],[7],CMU
2333,能 先 大致 介绍 一下 房子 状况 么 ？,[0_1_2_3_4_5_6_7],[8],CMU
2334,一 楼 公共 空间 包括 客厅 餐厅 和 厨房 ， 二 楼 是 卧室 。,[0_1_2_3_4_5_6_7_8_10_11_12_13],[9_14],CMU
2335,三 楼 有 一 个 卧室 。,[0_1_2_3_4_5],[6],CMU
2336,家具 网络 齐全 ， 欢迎 同学 联系 ， 着急 暑期 的 出租 ， 可以 议价 。,[0_1_2_4_5_6_8_9_10_11_13_14],[3_7_12_15],CMU
2337,： ） 谢谢 。,[2],[0_1_3],CMU
2339,有 锁 。,[0_1],[2],CMU
2344,请问 房子 还 在 嘛 ？,[0_1_2_3_4],[5],CMU
2345,本人 干净 好 相处 ， 会 自觉 整理 公共 空间 。,[0_1_2_3_5_6_7_8_9],[4_10],CMU
2346,有 兴趣 的 妹子 联系 我 联系 我 ！,[0_1_2_3_4_5_6_7],[8],CMU
2347,现 想 招 一 男生 住 客厅 。,[0_1_2_3_4_5_6],[7],CMU
2350,附件 中 房子 平面图 应该 可以 很 清楚 的 展示 出 这 一 点 ， 但是 实际 房型 大门 是 在 平面图 最 左边 而 不 是 中间 ， 所以 不 会 经过 客厅 。,[0_1_2_3_4_5_6_7_8_9_10_11_12_13_15_16_17_18_19_20_21_22_23_24_25_26_27_29_30_31_32_33],[14_28_34],CMU
2351,租金 每 月 $500 ， 电气 网 全 包 ， 有 家具 ， 可 拎包 入住 。,[0_1_2_5_6_7_8_10_11_13_14_15],[3_4_9_12_16],CMU
2352,不用 暖气 的 时候 便宜 一些 。,[0_1_2_3_4_5],[6],CMU
2353,卧室 ： 4-5 个 卧室 。,[0_3_4],[1_2_5],CMU
2354,二 楼 三 个 卧室 。,[0_1_2_3_4],[5],CMU
2355,一 楼 有 一 个 卫生间 ， 二 楼 有 一 个 卫生间 。,[0_1_2_3_4_5_7_8_9_10_11_12],[6_13],CMU
2356,一 楼 两 个 卧室 的 家具 齐全 。,[0_1_2_3_4_5_6_7],[8],CMU
2357,地点 好 、 房子 好 、 家具 全 。,[0_1_3_4_6_7],[2_5_8],CMU
2358,可以 的 。,[0_1],[2],CMU
2359,大部分 房间 8/1 号 可以 开始 出租 租 一 年 。,[0_1_3_4_5_6_7_8_9],[2_10],CMU
2360,现在 还 有 房间 ， 家具 全 。,[0_1_2_3_5_6],[4_7],CMU
2362,请问 现在 房间 还 有 空余 嘛 ？,[0_1_2_3_4_5_6],[7],CMU
2363,租金 ： 和 房东 联系 出租 时间 ： 可以 随时 入住 。,[0_2_3_4_5_6_8_9_10],[1_7_11],CMU
2364,或者 也 可以 从 秋季 开始 住 。,[0_1_2_3_4_5_6],[7],CMU
2365,厨房 可 煮 ， 厕所 干净 ！,[0_1_2_4_5],[3_6],CMU
2366,所以 想 找 一 个 人 替代 我 的 位置 。,[0_1_2_3_4_5_6_7_8_9],[10],CMU
2367,房东 人 很 好 。,[0_1_2_3],[4],CMU
2368,客厅 $430 ， 卧室 $545 ， 住 客厅 还是 卧室 可 商量 。,[0_3_6_7_8_9_10_11],[1_2_4_5_12],CMU
2369,26，300 一 个 月 包 水 电网 ， 拎包 入住 。,[1_2_3_4_5_6_8_9],[0_7_10],CMU
2372,房间 是 下面 网址 照片 中 的 最后 两 张 ， 当然 是 非常 整洁 的 ， 这 是 两 年 前 拍 的 。,[0_1_2_3_4_5_6_7_8_9_11_12_13_14_15_17_18_19_20_21_22_23],[10_16_24],CMU
2373,需要 附 一 份 自我 介绍 ， 谢谢 ！,[0_1_2_3_4_5_7],[6_8],CMU
2375,客厅 有 部分 家具 ， 卧室 无 家具 。,[0_1_2_3_5_6_7],[4_8],CMU
2376,地毯 都 很 新 很 干净 （ 本人 轻微 洁癖 ） 。,[0_1_2_3_4_5_7_8_9],[6_10_11],CMU
2377,能 三月 四月 入住 当然 最好 ， 如果 暑期 入住 也 可以 接受 。,[0_1_2_3_4_5_7_8_9_10_11_12],[6_13],CMU
2378,= = 终于 把 照片 搞 上来 了 （ 私人 物品 求 忽略 。,[2_3_4_5_6_7_9_10_11_12],[0_1_8_13],CMU
2379,补充 一些 情况 吧 。,[0_1_2_3],[4],CMU
2380,欢迎 感兴趣 的 联系 我 。,[0_1_2_3_4],[5],CMU
2381,价钱 可以 商量 。,[0_1_2],[3],CMU
2382,我 的 房间 有 空调 。,[0_1_2_3_4],[5],CMU
2383,没有 其他 支出 了 。,[0_1_2_3],[4],CMU
2384,暂时 想到 这么 多 。,[0_1_2_3],[4],CMU
2385,联系 我 联系 我 ~~~~~~~ 补充 一点 ~ ~ 最好 是 妹子 住 进来 。,[0_1_2_3_5_6_9_10_11_12_13],[4_7_8_14],CMU
2386,~~~~~~~~~~~~~~~ 再 顶 一 哈 ！,[1_2_3_4],[0_5],CMU
2387,干净 安静 的 房间 。,[0_1_2_3],[4],CMU
2388,价钱 可以 再 讨论 。,[0_1_2_3],[4],CMU
2389,联系 我 联系 我 微信~~~~~~~~~~~~~~~~~~,[0_1_2_3],[4],CMU
2390,阳光 充足 ， 不 靠近 马路 所以 非常 安静 。,[0_1_3_4_5_6_7_8],[2_9],CMU
2391,房间 内 已 包含 床 ， 书桌 ， 风扇 等 家具 ， 拎包 入住 。,[0_1_2_3_4_6_8_9_10_12_13],[5_7_11_14],CMU
2392,加之 房间 刚 翻新 过 ， 住 起来 十分 舒适 。,[0_1_2_3_4_6_7_8_9],[5_10],CMU
2397,预算 600-750 之间 。,[0_2],[1_3],CMU
2398,公寓 很 明亮 ， 也 很 安静 不 临街 。,[0_1_2_4_5_6_7_8],[3_9],CMU
2399,地下 就 有 洗衣 服 的 地方 。,[0_1_2_3_4_5_6],[7],CMU
2400,一 个 是 在 卧室 放 两 张 床 ， 客厅 就 用来 学习 或 看 电视 什么 的 。,[0_1_2_3_4_5_6_7_8_10_11_12_13_14_15_16_17_18],[9_19],CMU
2401,什么 都 有 ， 拎包 入住 。,[0_1_2_4_5],[3_6],CMU
2402,地上 两 层 + 地下室 一 层 。,[0_1_2_4_5_6],[3_7],CMU
2403,一 层 是 客厅 厨房 和 阳光 房 （ 也 就 是 第四 个 卧室 ） 。,[0_1_2_3_4_5_6_7_9_10_11_12_13_14],[8_15_16],CMU
2404,房子 后面 是 车库 ， 里面 并排 停 两 辆 车 完全 没 问题 。,[0_1_2_3_5_6_7_8_9_10_11_12_13],[4_14],CMU
2405,交通 十分 便利 ！,[0_1_2],[3],CMU
2406,不 要 错过 啊 ！,[0_1_2_3],[4],CMU
2407,联系 方式 ： sjtu.,[0_1],[2_3],CMU
2408,公寓 去年 装修 过 ， 厨房 和 卫生间 设施 都 是 全新 。,[0_1_2_3_5_6_7_8_9_10_11],[4_12],CMU
2409,客厅 内 有 空调 ， 要 用电 ；,[0_1_2_3_5_6],[4_7],CMU
2410,家里 厨具 比较 齐全 。,[0_1_2_3],[4],CMU
2411,有 兴趣 的 请 联系 本人 。,[0_1_2_3_4_5],[6],CMU
2412,生活 方便 ， 交通 便利 。,[0_1_3_4],[2_5],CMU
2413,我 租 的 价格 是 $895一 个 月 ， 现 $600 出租 。,[0_1_2_3_4_6_7_9_11],[5_8_10_12],CMU
2414,好 房 莫 要 错过 ！,[0_1_2_3_4],[5],CMU
2415,楼主 每天 就是 步行 去 学校,[0_1_2_3_4_5],[],CMU
2416,依旧 有效 ！,[0_1],[2],CMU
2417,如果 您 有 合适 的 公寓 请 联系 我 ， 谢谢 ！,[0_1_2_3_4_5_6_7_8_10],[9_11],CMU
2418,本人 暑假 在 纽约 实习 ， 现 将 房子 出租 。,[0_1_2_3_4_6_7_8_9],[5_10],CMU
2419,空间 很大 ， 足够 2-3 人 居住 。,[0_1_3_5_6],[2_4_7],CMU
2421,家具 齐全 ！,[0_1],[2],CMU
2422,（ 家具 也 都 要 出售 哦 ！,[1_2_3_4_5_6],[0_7],CMU
2423,公用 区域 家具 齐全 ， 客厅 有 超大 豪华 沙发 。,[0_1_2_3_5_6_7_8_9],[4_10],CMU
2424,有 车位 。,[0_1],[2],CMU
