Word,Probability,Frequency
lib,5.379187921930053E-6,3
remington,3.5861252812867016E-6,2
source,2.5102876969006912E-5,14
blender,4.124044073479707E-5,23
lil,1.7930626406433508E-6,1
lin,1.2551438484503456E-5,7
lip,5.379187921930053E-6,3
外壳,1.2551438484503456E-5,7
lit,1.7930626406433508E-6,1
十足,1.972368904707686E-5,11
dogs,1.7930626406433508E-6,1
liu,2.1516751687720212E-5,12
随机,1.0758375843860106E-5,6
homes,3.5861252812867016E-6,2
liz,1.7930626406433508E-6,1
协调,2.5102876969006912E-5,14
winsome,1.7930626406433508E-6,1
爱人,1.0758375843860106E-5,6
intergovernmental,1.7930626406433508E-6,1
merit,1.7930626406433508E-6,1
develop,1.7930626406433508E-5,10
累积,7.172250562573403E-6,4
consultants,8.965313203216754E-6,5
district,3.5861252812867016E-6,2
overall,8.965313203216754E-6,5
full,6.401233627096762E-4,357
科技,1.4344501125146806E-5,8
熟悉,7.889475618830744E-5,44
雌性,1.7930626406433508E-6,1
生理,1.7930626406433508E-6,1
吸尘器,5.128159152239984E-4,286
国务院,3.5861252812867016E-6,2
黑板,8.965313203216754E-6,5
号码,1.5420338709532818E-4,86
llc,3.5861252812867016E-6,2
感性,1.7930626406433508E-6,1
xian,1.7930626406433508E-6,1
xiao,1.4344501125146806E-5,8
保真,1.7930626406433508E-6,1
露台,1.0758375843860106E-5,6
lll,5.379187921930053E-6,3
manage,3.5861252812867016E-6,2
fund,3.5861252812867016E-6,2
cooler,2.8689002250293613E-5,16
繁多,1.0758375843860106E-5,6
plugs,1.7930626406433508E-6,1
面上,1.7930626406433508E-6,1
洋溢,1.7930626406433508E-6,1
空中,1.7930626406433508E-6,1
长袍,1.7930626406433508E-6,1
clem,1.7930626406433508E-6,1
面临,1.2551438484503456E-5,7
外套,5.379187921930053E-6,3
尺码,3.5861252812867016E-6,2
three,5.558494185994388E-5,31
washes,1.7930626406433508E-6,1
washer,9.323925731345424E-5,52
单词,3.5861252812867016E-6,2
旗下,8.965313203216754E-6,5
season,8.965313203216754E-6,5
德语,1.7930626406433508E-6,1
耶鲁,3.5861252812867016E-6,2
tenant,7.172250562573403E-6,4
紫竹,1.7930626406433508E-6,1
感恩,1.0758375843860106E-5,6
稳固,7.172250562573403E-6,4
撞球,3.5861252812867016E-6,2
muffin,1.7930626406433508E-6,1
metallic,7.172250562573403E-6,4
洗浴,1.6137563765790156E-5,9
米酒,1.7930626406433508E-6,1
shuttle,7.172250562573403E-6,4
父亲,3.5861252812867016E-6,2
录音,1.4344501125146806E-5,8
provide,2.8689002250293613E-5,16
问答,8.965313203216754E-6,5
loc,3.5861252812867016E-6,2
斤斤计较,1.7930626406433508E-6,1
忧虑,3.5861252812867016E-6,2
多大,3.5861252812867016E-6,2
paperwork,5.379187921930053E-6,3
solar,1.7930626406433508E-6,1
teaching,7.172250562573403E-6,4
多多,2.6895939609650264E-5,15
壮年,1.7930626406433508E-6,1
大型,1.9185770254883855E-4,107
lot,7.710169354766409E-5,43
glasses,3.5861252812867016E-6,2
los,3.5861252812867016E-6,2
computer,6.634331770380398E-5,37
pros,1.7930626406433508E-6,1
premium,4.661962865672712E-5,26
wholesale,3.5861252812867016E-6,2
lou,1.7930626406433508E-6,1
low,5.379187921930053E-6,3
温哥华,1.7930626406433508E-6,1
提货,1.7930626406433508E-5,10
funding,1.2551438484503456E-5,7
prod,5.379187921930053E-6,3
穿上,1.7930626406433508E-6,1
initial,1.4344501125146806E-5,8
fury,1.7930626406433508E-6,1
亚麻,7.172250562573403E-6,4
定论,1.7930626406433508E-6,1
得逞,1.7930626406433508E-6,1
响应,3.5861252812867016E-6,2
promotions,1.7930626406433508E-6,1
极高,1.2551438484503456E-5,7
interests,1.7930626406433508E-6,1
elaine,1.7930626406433508E-6,1
门类,1.7930626406433508E-6,1
door,2.6895939609650264E-5,15
quick,2.330981432836356E-5,13
alliance,1.7930626406433508E-6,1
做梦,1.7930626406433508E-6,1
平易近人,2.8689002250293613E-5,16
思考,3.5861252812867016E-6,2
感情,5.379187921930053E-6,3
experience,5.1998816578657176E-5,29
launched,5.379187921930053E-6,3
merry,5.379187921930053E-6,3
新华,3.5861252812867016E-6,2
收成,1.7930626406433508E-6,1
将给,1.4344501125146806E-5,8
地铁,1.972368904707686E-5,11
fixing,1.7930626406433508E-6,1
齐备,3.227512753158031E-5,18
不要紧,1.7930626406433508E-6,1
minutes,1.3985888597018136E-4,78
dong,1.7930626406433508E-6,1
质询,1.7930626406433508E-6,1
提起,1.7930626406433508E-6,1
女人,3.5861252812867016E-6,2
吸烟,1.1296294636053111E-4,63
done,1.2551438484503456E-5,7
rainbow,5.379187921930053E-6,3
卫视,5.379187921930053E-6,3
ample,7.172250562573403E-6,4
residents,7.172250562573403E-6,4
支持,1.721340135017617E-4,96
照样,3.5861252812867016E-6,2
dont,1.7930626406433508E-6,1
地铺,7.172250562573403E-6,4
教师,5.0205753938013824E-5,28
mathematics,7.172250562573403E-6,4
精装,1.2551438484503456E-5,7
通情达理,1.7930626406433508E-6,1
bike,6.096412978187393E-5,34
西班牙,1.7930626406433508E-6,1
费解,3.5861252812867016E-6,2
称心,8.965313203216754E-6,5
ltd,1.7930626406433508E-6,1
售卖,3.5861252812867016E-6,2
herbal,3.5861252812867016E-6,2
球鞋,7.172250562573403E-6,4
聚餐,1.972368904707686E-5,11
wheeling,1.7930626406433508E-6,1
消息,5.917106714123058E-5,33
zoom,1.0758375843860106E-5,6
没关系,1.4344501125146806E-5,8
数字,2.1516751687720212E-5,12
ltr,7.172250562573403E-6,4
半路,1.7930626406433508E-6,1
天堂,3.5861252812867016E-6,2
古筝,1.7930626406433508E-6,1
实话,5.379187921930053E-6,3
someone,2.6895939609650264E-5,15
calvin,1.7930626406433508E-6,1
负责,1.3627276068889466E-4,76
interaction,1.7930626406433508E-6,1
数学,1.4344501125146806E-5,8
优选,1.7930626406433508E-6,1
apartment,8.158435014927246E-4,455
晕头转向,1.7930626406433508E-6,1
servlet,1.7930626406433508E-6,1
luo,5.379187921930053E-6,3
添加,8.78600693915242E-5,49
mattresses,1.7930626406433508E-6,1
mimi,1.7930626406433508E-6,1
compassion,1.7930626406433508E-6,1
深受,1.7930626406433508E-6,1
lux,1.7930626406433508E-6,1
奖励,8.965313203216754E-5,50
空余,1.7930626406433508E-5,10
mils,1.7930626406433508E-6,1
depending,3.5861252812867016E-6,2
record,8.965313203216754E-6,5
集成,1.7930626406433508E-6,1
空位,1.2910051012632125E-4,72
chicago,1.4344501125146806E-5,8
蔬菜,4.661962865672712E-5,26
mile,1.9902995311141196E-4,111
milk,1.7930626406433508E-6,1
bill,1.4344501125146806E-5,8
dorm,3.5861252812867016E-6,2
mill,3.5861252812867016E-6,2
租户,5.917106714123058E-5,33
好不,3.5861252812867016E-6,2
adult,7.172250562573403E-6,4
夏季,6.455025506316063E-5,36
bios,1.7930626406433508E-6,1
洪水,1.7930626406433508E-6,1
monte,3.5861252812867016E-6,2
收押,3.5861252812867016E-6,2
租房,7.405348705857039E-4,413
mint,5.379187921930053E-6,3
mins,1.7930626406433508E-5,10
芝加哥,7.351556826637738E-5,41
清净,3.5861252812867016E-6,2
约为,8.965313203216754E-6,5
①,7.172250562573403E-6,4
mine,1.7930626406433508E-6,1
mind,7.172250562573403E-6,4
②,8.965313203216754E-6,5
③,7.172250562573403E-6,4
④,3.5861252812867016E-6,2
好久,7.172250562573403E-6,4
宣讲,3.5861252812867016E-6,2
mini,8.42739441102375E-5,47
⑤,3.5861252812867016E-6,2
敲定,7.172250562573403E-6,4
⑥,3.5861252812867016E-6,2
ming,7.172250562573403E-6,4
⑦,3.5861252812867016E-6,2
故意,1.2551438484503456E-5,7
⑧,1.7930626406433508E-6,1
既不,1.7930626406433508E-6,1
⑨,1.7930626406433508E-6,1
⑩,1.7930626406433508E-6,1
福气,1.7930626406433508E-6,1
bing,1.7930626406433508E-6,1
传输,1.7930626406433508E-6,1
monro,1.7930626406433508E-6,1
ryan,5.379187921930053E-6,3
熟手,1.7930626406433508E-6,1
虾子,1.7930626406433508E-6,1
london,1.7930626406433508E-6,1
收拾,3.765431545351037E-5,21
标记,8.965313203216754E-6,5
生病,5.379187921930053E-6,3
emergency,5.379187921930053E-6,3
参考,2.3130508064299227E-4,129
名目,3.5861252812867016E-6,2
愤愤,1.7930626406433508E-6,1
recommendations,1.4344501125146806E-5,8
down,1.972368904707686E-5,11
faculty,2.6895939609650264E-5,15
shifting,1.7930626406433508E-6,1
价钱,3.6399171605060025E-4,203
habit,3.5861252812867016E-6,2
bird,1.7930626406433508E-6,1
club,1.0399763315731435E-4,58
她们,1.6137563765790156E-5,9
radius,1.7930626406433508E-6,1
signal,7.172250562573403E-6,4
卓越,1.7930626406433508E-6,1
大声,3.5861252812867016E-6,2
支援,5.379187921930053E-6,3
宽裕,5.379187921930053E-6,3
month,3.460610896441667E-4,193
好些,3.5861252812867016E-6,2
chuck,1.7930626406433508E-6,1
哲学,3.5861252812867016E-6,2
排队,3.227512753158031E-5,18
needles,1.7930626406433508E-6,1
如下,2.6895939609650264E-4,150
如上,1.7930626406433508E-6,1
importance,1.7930626406433508E-6,1
馈赠,7.172250562573403E-6,4
标语,1.7930626406433508E-6,1
title,2.151675168772021E-4,120
mist,1.2551438484503456E-5,7
miss,1.7930626406433508E-6,1
dispenser,7.172250562573403E-6,4
号称,7.172250562573403E-6,4
无人,1.4344501125146806E-5,8
好人,2.5102876969006912E-5,14
大多,1.6137563765790156E-5,9
契合,1.7930626406433508E-6,1
污蔑,1.7930626406433508E-6,1
想来,8.965313203216754E-6,5
custom,8.965313203216754E-6,5
大大,2.8689002250293613E-5,16
传送,8.965313203216754E-6,5
紧紧,1.7930626406433508E-6,1
henry,1.7930626406433508E-6,1
俗称,3.5861252812867016E-6,2
收据,3.227512753158031E-5,18
洗漱,1.6137563765790156E-5,9
universe,1.7930626406433508E-6,1
救急,3.5861252812867016E-6,2
混合,3.5861252812867016E-6,2
良好,3.873015303789638E-4,216
用电,5.0205753938013824E-5,28
大奖,3.5861252812867016E-6,2
懂事,5.379187921930053E-6,3
toefl,1.7930626406433508E-6,1
面值,1.0758375843860106E-5,6
散布,1.7930626406433508E-6,1
division,1.7930626406433508E-6,1
电玩,3.5861252812867016E-6,2
新品,3.5861252812867016E-6,2
影院,1.7930626406433508E-5,10
排除,3.5861252812867016E-6,2
发给,1.1834213428246115E-4,66
cookie,7.172250562573403E-6,4
printer,4.3033503375440424E-5,24
signed,5.379187921930053E-6,3
sense,1.7930626406433508E-6,1
宝贝,1.6137563765790156E-5,9
天天,1.2551438484503456E-5,7
printed,5.379187921930053E-6,3
宝贵,7.172250562573403E-6,4
路由,1.2551438484503456E-5,7
field,2.6895939609650264E-5,15
焰火,1.7930626406433508E-6,1
opens,3.5861252812867016E-6,2
约会,1.6137563765790156E-5,9
evaluate,1.7930626406433508E-6,1
mite,1.7930626406433508E-6,1
匹配,1.0758375843860106E-5,6
实质,1.7930626406433508E-6,1
太太,2.5102876969006912E-5,14
早上,3.801292798163904E-4,212
mac,2.330981432836356E-5,13
支撑,8.965313203216754E-6,5
敌意,1.7930626406433508E-6,1
mention,3.5861252812867016E-6,2
mae,2.330981432836356E-5,13
跟着,1.0758375843860106E-5,6
mad,1.7930626406433508E-6,1
旧书,5.379187921930053E-6,3
mai,1.7930626406433508E-6,1
laundry,1.0041150787602765E-4,56
目的地,3.227512753158031E-5,18
man,3.5861252812867016E-6,2
map,8.965313203216754E-6,5
mar,3.5861252812867016E-6,2
mat,7.172250562573403E-6,4
高效,1.2551438484503456E-5,7
may,6.455025506316063E-5,36
max,4.3033503375440424E-5,24
洗澡,6.096412978187393E-5,34
私有,7.172250562573403E-6,4
点缀,1.7930626406433508E-6,1
mba,7.172250562573403E-6,4
敞开,3.5861252812867016E-6,2
导致,2.6895939609650264E-5,15
方向,8.606700675088085E-5,48
棒球,5.379187921930053E-6,3
cloning,5.379187921930053E-6,3
俱乐部,1.0758375843860106E-5,6
大姐,1.7930626406433508E-6,1
如今,5.379187921930053E-6,3
bonus,3.227512753158031E-5,18
就算,1.6137563765790156E-5,9
微软,7.172250562573403E-6,4
karen,1.7930626406433508E-6,1
观看,1.7930626406433508E-5,10
johnstown,1.7930626406433508E-6,1
慢悠悠,3.5861252812867016E-6,2
residence,1.7930626406433508E-6,1
ideal,1.2551438484503456E-5,7
carolina,1.7930626406433508E-6,1
导航,7.710169354766409E-5,43
caroline,7.172250562573403E-6,4
equipment,1.0758375843860106E-5,6
ideas,3.5861252812867016E-6,2
pressure,1.2551438484503456E-5,7
俯瞰,5.379187921930053E-6,3
种族,3.5861252812867016E-6,2
julian,3.5861252812867016E-6,2
literacy,1.7930626406433508E-6,1
负责任,1.7930626406433508E-5,10
致力于,7.172250562573403E-6,4
饮酒,5.379187921930053E-6,3
夫妇,2.330981432836356E-5,13
性能,7.889475618830744E-5,44
►,8.965313203216754E-6,5
敏感,8.965313203216754E-6,5
零工,1.7930626406433508E-6,1
colorful,1.7930626406433508E-6,1
◆,1.972368904707686E-5,11
离校,3.5861252812867017E-5,20
宣传部,1.7930626406433508E-6,1
med,1.7930626406433508E-6,1
mei,3.5861252812867016E-6,2
反而,1.0758375843860106E-5,6
men,1.2551438484503456E-5,7
烘箱,1.7930626406433508E-6,1
大娘,5.379187921930053E-6,3
louis,1.7930626406433508E-6,1
physical,3.5861252812867016E-6,2
稳妥,3.5861252812867016E-6,2
采纳,1.7930626406433508E-6,1
橄榄球,8.965313203216754E-6,5
mandarin,2.1516751687720212E-5,12
清华,7.172250562573403E-6,4
程序,2.330981432836356E-5,13
exactly,3.5861252812867016E-6,2
渔具,8.965313203216754E-6,5
航拍,1.7930626406433508E-6,1
总结,1.2551438484503456E-5,7
程度,3.4068190172223665E-5,19
夫妻,4.124044073479707E-5,23
单身,4.661962865672712E-5,26
清单,2.330981432836356E-5,13
光临,5.379187921930053E-6,3
sized,2.330981432836356E-5,13
油管,1.7930626406433508E-6,1
about,9.50323199540976E-5,53
weekday,1.7930626406433508E-6,1
描述,1.0758375843860106E-4,60
图书馆,2.582010202526425E-4,144
stripes,1.7930626406433508E-6,1
饭量,1.7930626406433508E-6,1
商务,1.7930626406433508E-5,10
一次性,1.6137563765790156E-5,9
sizes,7.172250562573403E-6,4
油箱,1.7930626406433508E-6,1
如何,1.201351969231045E-4,67
above,5.379187921930053E-6,3
实践,1.7930626406433508E-6,1
height,2.6895939609650264E-5,15
moderate,3.5861252812867016E-6,2
resident,3.5861252812867016E-6,2
receiver,5.379187921930053E-6,3
大婶,1.7930626406433508E-6,1
奢华,8.965313203216754E-6,5
女儿,1.7930626406433508E-5,10
名正言顺,3.5861252812867016E-6,2
received,7.172250562573403E-6,4
wonderful,1.4344501125146806E-5,8
flood,1.7930626406433508E-6,1
miller,1.7930626406433508E-6,1
地面,3.4068190172223665E-5,19
animal,7.172250562573403E-6,4
athena,1.7930626406433508E-6,1
boost,3.5861252812867016E-6,2
多少,3.9626684358218055E-4,221
mhz,1.7930626406433508E-6,1
提速,5.379187921930053E-6,3
各种,1.6137563765790156E-5,9
mic,7.172250562573403E-6,4
面具,3.5861252812867016E-6,2
mid,2.6895939609650264E-5,15
association,3.5861252812867016E-6,2
ymca,1.68547888220475E-4,94
believe,1.7930626406433508E-6,1
mil,5.379187921930053E-6,3
min,2.008230157520553E-4,112
推销,1.7930626406433508E-6,1
鸭绒,3.5861252812867016E-6,2
双肩,3.5861252812867016E-6,2
boots,3.5861252812867016E-6,2
mit,1.7930626406433508E-6,1
mix,3.5861252812867016E-6,2
redirect,4.661962865672712E-5,26
多层,7.172250562573403E-6,4
ottoman,1.7930626406433508E-6,1
黄油,5.379187921930053E-6,3
身心,1.7930626406433508E-6,1
程式,1.7930626406433508E-6,1
电瓶,2.1516751687720212E-5,12
transportation,1.972368904707686E-5,11
吉祥,1.7930626406433508E-6,1
westerly,1.7930626406433508E-5,10
open,3.550264028473835E-4,198
低调,1.0758375843860106E-5,6
富裕,8.965313203216754E-6,5
folders,1.201351969231045E-4,67
重组,1.7930626406433508E-6,1
suffering,1.7930626406433508E-6,1
旁听,7.172250562573403E-6,4
project,1.6137563765790156E-5,9
nicole,5.379187921930053E-6,3
停止,1.7930626406433508E-6,1
monet,1.7930626406433508E-6,1
心跳,1.7930626406433508E-6,1
studying,8.965313203216754E-6,5
solutions,1.7930626406433508E-6,1
影音,1.7930626406433508E-6,1
科普,1.7930626406433508E-6,1
文学,7.172250562573403E-6,4
cooker,8.068781882895079E-5,45
收支,3.5861252812867016E-6,2
paths,3.5861252812867016E-6,2
驾照,2.9047614778422286E-4,162
单车,1.6137563765790156E-5,9
proposals,1.7930626406433508E-6,1
文字,1.6137563765790156E-5,9
概念,8.965313203216754E-6,5
allow,1.7930626406433508E-6,1
男生,0.0010238387678073533,571
sponsorship,1.7930626406433508E-6,1
散心,5.379187921930053E-6,3
乱七八糟,1.2551438484503456E-5,7
学长,5.917106714123058E-5,33
mms,8.965313203216754E-6,5
忘记,6.275719242251729E-5,35
ozark,1.7930626406433508E-6,1
磷脂,1.7930626406433508E-6,1
收敛,3.5861252812867016E-6,2
免于,1.7930626406433508E-6,1
服务业,1.7930626406433508E-6,1
sceptre,5.379187921930053E-6,3
bedroom,4.590240360046978E-4,256
mp3,1.7930626406433508E-5,10
money,2.1516751687720212E-5,12
看上去,7.172250562573403E-6,4
防盗,7.172250562573403E-6,4
好像,1.3268663540760796E-4,74
资讯,1.0758375843860106E-5,6
快要,7.172250562573403E-6,4
龙卡,3.5861252812867016E-6,2
印象,3.5861252812867016E-6,2
流氓,1.7930626406433508E-6,1
exxon,3.5861252812867016E-6,2
sunshine,8.965313203216754E-6,5
claimed,3.5861252812867016E-6,2
mom,1.7930626406433508E-6,1
revolution,5.379187921930053E-6,3
mon,5.379187921930053E-6,3
尽管,1.0758375843860106E-5,6
reliable,1.7930626406433508E-6,1
elevator,1.7930626406433508E-6,1
大学,4.2854197111376086E-4,239
游乐,2.1516751687720212E-5,12
口红,1.7930626406433508E-6,1
独立性,1.7930626406433508E-6,1
体谅,1.7930626406433508E-6,1
空前,5.379187921930053E-6,3
节奏,7.172250562573403E-6,4
slate,1.7930626406433508E-6,1
流水,5.379187921930053E-6,3
北面,4.482656601608377E-5,25
线上,7.889475618830744E-5,44
mph,3.5861252812867016E-6,2
mpi,1.2551438484503456E-5,7
舒服,2.0261607839269864E-4,113
活泼,1.6137563765790156E-5,9
紫外线,7.172250562573403E-6,4
among,8.965313203216754E-6,5
面前,1.7930626406433508E-6,1
煤气,5.558494185994388E-5,31
continental,3.5861252812867016E-6,2
烤箱,2.0261607839269864E-4,113
学问,1.7930626406433508E-6,1
signature,1.4344501125146806E-5,8
南边,1.5599644973597152E-4,87
不愿意,5.379187921930053E-6,3
稍微,6.096412978187393E-5,34
punch,1.7930626406433508E-6,1
patio,3.765431545351037E-5,21
installation,3.5861252812867016E-6,2
writing,1.6137563765790156E-5,9
federal,3.5861252812867016E-6,2
时事,1.7930626406433508E-6,1
multilingual,1.7930626406433508E-6,1
academy,1.7930626406433508E-6,1
include,3.227512753158031E-5,18
alongside,3.5861252812867016E-6,2
大家,0.0013914166091392403,776
傍晚,3.5861252812867017E-5,20
aged,1.7930626406433508E-6,1
征集,1.7930626406433508E-6,1
鸡腿,3.5861252812867016E-6,2
departures,1.7930626406433508E-6,1
距离,8.050851256488646E-4,449
松鼠,5.379187921930053E-6,3
深圳,3.5861252812867016E-6,2
ceilings,1.7930626406433508E-6,1
禁烟,3.5861252812867016E-6,2
greenwood,1.2551438484503456E-5,7
琴键,5.379187921930053E-6,3
dulles,3.5861252812867016E-6,2
cutting,5.379187921930053E-6,3
龙口,1.7930626406433508E-6,1
infrequently,1.7930626406433508E-6,1
msg,1.2551438484503456E-5,7
allen,5.379187921930053E-5,30
injuries,1.7930626406433508E-6,1
名称,1.7930626406433508E-5,10
lotus,3.5861252812867016E-6,2
新地,1.7930626406433508E-6,1
展示,3.5861252812867016E-6,2
突击,1.7930626406433508E-6,1
突出,3.5861252812867016E-6,2
充值,3.5861252812867016E-6,2
无关,8.965313203216754E-6,5
不稳定,3.5861252812867016E-6,2
expecting,1.7930626406433508E-6,1
时代,5.379187921930053E-6,3
一尘不染,3.5861252812867016E-6,2
健步,1.7930626406433508E-6,1
闲置,1.2551438484503457E-4,70
esse,1.7930626406433508E-6,1
做法,3.5861252812867016E-6,2
学院,6.455025506316063E-5,36
白云,1.7930626406433508E-6,1
愿意,2.3489120592427897E-4,131
mug,1.7930626406433508E-6,1
大小,1.5420338709532818E-4,86
流泪,1.7930626406433508E-6,1
稳定,6.813638034444733E-5,38
jade,2.8689002250293613E-5,16
chung,5.379187921930053E-6,3
提醒,6.455025506316063E-5,36
白人,1.0758375843860106E-5,6
虚拟,3.5861252812867016E-6,2
新型,1.7930626406433508E-6,1
煤油,1.7930626406433508E-6,1
ashley,3.5861252812867016E-6,2
summers,1.7930626406433508E-6,1
programmable,1.4344501125146806E-5,8
停泊,1.7930626406433508E-6,1
贴身,3.5861252812867016E-6,2
assistant,3.5861252812867016E-6,2
greens,1.7930626406433508E-6,1
面包,4.124044073479707E-5,23
练习,6.634331770380398E-5,37
compulsory,1.7930626406433508E-6,1
工作量,1.7930626406433508E-6,1
rochester,1.7930626406433508E-6,1
dessert,1.7930626406433508E-6,1
忠诚,1.7930626406433508E-6,1
信箱,2.5102876969006912E-5,14
clubhouse,8.78600693915242E-5,49
landscape,5.379187921930053E-6,3
marlin,3.5861252812867016E-6,2
敏捷,1.7930626406433508E-6,1
绝大多数,5.379187921930053E-6,3
好几,3.4068190172223665E-5,19
日光,3.5861252812867016E-6,2
cruiser,1.7930626406433508E-6,1
酬谢,7.172250562573403E-6,4
