SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,CodeSwitch6,Translation6,CodeSwitch7,Translation7,TranslatedSentence,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,AddedWordList
711,如果 感 兴趣 ， 请 通过 email 联系 em@11,2,email,电子邮件,,,,,,,,,,,,,如果 感 兴趣 ， 请 通过 电子邮件 联系 em@11,[6],[3_8],
712,lebanon ， 该 区 高中 在 滨州 公立 排名 第九 。,2,lebanon,黎巴嫩,,,,,,,,,,,,,黎巴嫩， 该 区 高中 在 滨州 公立 排名 第九 。,[0],[1_10],
713,有意 请 email 至 em@10,2,email,电子邮件,,,,,,,,,,,,,有意 请 发电子邮件 至 em@10,[2],[4],
714,有意 租房 者 请 email 联系 ， 谢谢 ！,2,email,电子邮件,,,,,,,,,,,,,有意 租房 者 请 发电子邮件 联系 ， 谢谢 ！,[4],[6_8],
715,有意 租房 者 请 email 或 微 信 联系 ， 谢谢 ！,2,email,电子邮件,,,,,,,,,,,,,有意 租房 者 请 电子邮件 或 微 信 联系 ， 谢谢 ！,[4],[9_11],
716,近 学校 shuttle 站 。,2,shuttle,摆渡车,,,,,,,,,,,,,近 学校 摆渡车站 。,[2],[4],
717,如果 感 兴趣 ， 请 通过 电子邮件 联系 em@11,2,电子邮件,need to translate,,,,,,,,,,,,,有意 租房 者 请 发电子邮件 或 微 信 联系 ， 谢谢 ！,[],[3_8],
718,有 车库 ， drive way 也 可以 停车,2,drive way,车道,,,,,,,,,,,,,有 车库 ， 车道 也 可以 停车,[3_4],[2],
719,离 waterfront 特别 近 ， 生活 方便,2,waterfront,滨水,,,,,,,,,,,,,离 滨水特别 近 ， 生活 方便,[1],[4],
720,房子 结构 ： 三 层 楼 house,2,house,住宅,,,,,,,,,,,,,房子 结构 ： 三 层 楼 house,[6],[2],
721,周边 ： 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,2,bar,酒吧,,,,,,,,,,,,,周边 ： 附近 有酒吧 和 餐厅 ， 还 有 小 超市 。,[4],[1_7_12],
722,卧室 内 一 个 closet ， 客厅 另 有 一 个 closet 。,3,closet,衣橱,closet,衣橱,,,,,,,,,,,卧室 内 一 个 衣橱 ， 客厅 另 有 一 个 壁橱 。,[4_11],[5_12],
723,房租 每 月 $650 左右 ， 包 heat 和 gas ， 冬天 取暖 heat 是 大头 ， 这 省 了 很 大 一 笔 开支 。,4,heat,供暖,gas,气,heat,供暖,,,,,,,,,房租 每 月 $650 左右 ， 包 供暖和气 ， 冬天 取暖 供暖 是 大头 ， 这 省 了 很 大 一 笔 开支 。,[7_9_13],[5_10_16_25],
724,因为 是 学校 的 房产 ， 住户 基本 均 为 匹 大 的 faculty 和 学生 ， 很 安全 而且 维修 管理 服务 便利 。,2,faculty,员工,,,,,,,,,,,,,因为 是 学校 的 房产 ， 住户 基本 均 为 匹 大 的 员工和 学生 ， 很 安全 而且 维修 管理 服务 便利 。,[13],[5_16_24],
725,我们 实验室 有 个 博 后 ， 由于 他 的 老婆 和 女儿 过来 了 ， 故 需 换 一 个 大 点 的 apartment ， 所以 想 让 人 take over 他 目前 的 apartment 。,4,apartment,公寓,take over,接管,apartment,公寓,,,,,,,,,我们 实验室 有 个 博 后 ， 由于 他 的 老婆 和 女儿 过来 了 ， 故 需 换 一 个 大 点 的公寓 ， 所以 想 让 人接管 他 目前 的 公寓 。,[24_30_31_35],[6_15_25_36],
726,sato ） 的 邮箱 : em@31,2,sato,萨头,,,,,,,,,,,,,sato ） 的 邮箱 : em@31,[0],[1_4_5],
727,如果 感 兴趣 ， 请 通过 电子邮件 联系 em@11,2,电子邮件,need to translate,,,,,,,,,,,,,如果 感 兴趣 ， 请 通过 电子邮件 联系 em@11,[],[3_8],
728,single house : 全新 装修 ！,2,single house,单独住宅,,,,,,,,,,,,,单独住宅 : 全新 装修 ！,[0_1],[2_5],
729,utility : 全 包 如上,2,utility,水电气,,,,,,,,,,,,,水电气: 全 包 如上,[0],[1],
730,cell : pn-15 或者 请 告诉 我 你 的 联系 方式 ， 我 会 尽快 与 你 联系,2,cell,电话,,,,,,,,,,,,,电话 : pn-15 或者 请 告诉 我 你 的 联系 方式 ， 我 会 尽快 与 你 联系,[0],[1_2_11],
731,lease 可以 从 八月 一日 起 一 年,2,lease,合同,,,,,,,,,,,,,合同可以 从 八月 一日 起 一 年,[0],,
732,有意 租房 者 请 email 联系,2,email,电子邮件,,,,,,,,,,,,,如果 感 兴趣 ， 请 通过 电子邮件 联系 em@11,[4],,
733,oakland 有余 房 出租 。,2,oakland,奥克兰,,,,,,,,,,,,,奥克兰 有余 房 出租 。,[0],[4],
734,如果 感 兴趣 ， 请 通过 email 联系 em@11,2,email,电子邮件,,,,,,,,,,,,,如果 感 兴趣 ， 请 通过 电子邮件 联系 em@11,[6],[3_8],
735,有意 请 email 至 em@10,2,email,电子邮件,,,,,,,,,,,,,有意 请 发电子邮件至 em@10,[2],[4],
736,如果 感 兴趣 ， 请 通过 email 联系 em@11,2,email,电子邮件,,,,,,,,,,,,,有意 请 发电子邮件 至 em@10,[6],[3_8],
737,近 学校 shuttle 站 。,2,shuttle,摆渡车,,,,,,,,,,,,,近 学校摆渡车 站 。,[2],[4],
738,oakland 有 多 房 出租 。,2,oakland,奥克兰,,,,,,,,,,,,,奥克兰 有 多 房 出租 。,[0],[5],
739,公寓 may flower 是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜 。,2,may flower,五月花,,,,,,,,,,,,,公寓五月花 是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜 。,[1_2],[9_16_22],
740,匹 大 房产 college gardens 两 室 两 卫 的 apartment 。,3,college gardens,学校花园,apartment,公寓,,,,,,,,,,,匹 大 房产 学校花园 两 室 两 卫 的 公寓 。,[3_4_10],[11],
741,联系 电话 ： 412-6518342 jane,2,jane,简,,,,,,,,,,,,,联系 电话 ： 412-6518342 jane,[4],[2],
742,town house ， 四 卧室 。,2,town house,联排楼,,,,,,,,,,,,,联排楼， 四 卧室 。,[0_1],[2_5],
743,下面 是 自己 对 这个 apartment 的 一些 总结 。,2,apartment,公寓,,,,,,,,,,,,,下面 是 自己 对 这个 公寓 的 一些 总结 。,[5],[9],
744,oakland 的 好 房 您 不 能 错过 ！,2,oakland,奥克兰,,,,,,,,,,,,,奥克兰 的 好 房 您 不 能 错过 ！,[0],[8],
745,房租 每 月 $2500 ， 房租 不 包括 utilities （ 水 / 电 / 气 ） 。,2,utilities,水电气,,,,,,,,,,,,,房租 每 月 $2500 ， 房租 不 包括水电气 （ 水 / 电 / 气 ） 。,[8],[4_9_11_13_15_16],
746,房租 不 包括 utilities （ 水 / 电 / 气 ） 。,2,utilities,水电气,,,,,,,,,,,,,房租 不 包括水电气 （ 水 / 电 / 气 ） 。,[3],[4_6_8_10_11],
747,房租 $600 / 月 ， all utility included （ i .,1,all utility included （ ,水电气 （ ,,,,,,,,,,,,,房租 $600 / 月  ，包括所有水电气费用（ i.,[5_6_7_9],[2_4_8_10],[i]
748,如 有 兴趣 请 电子邮件 ： em@32,2,email,电子邮件,,,,,,,,,,,,,如 有 兴趣 请 电子邮件 ： em@32,[],[5_6],
749,地址 ： 松 鼠 山 bartlett st ， giant eagle 后面 。,2,bartlett st,巴洛特街,giant eagle ， ,大老鹰 ， ,,,,,,,,,,,地址 ： 松 鼠 山巴洛特街， 大老鹰 后面 。,[5_6_8_9],[1_7_11],
750,联系 方式 ： call : 412-901-7283e-mail : em@33,2,call,拨电话,,,,,,,,,,,,,联系 方式 ：电话: pn-16 电子邮箱l : em@33,[3],[2_4_6_7],
751,manager 联系 方式 ：,2,manager,经理,,,,,,,,,,,,,经理 联系 方式 ：,[0],[3],
752,lebanon ， 该 区 高中 在 滨州 公立 排名 第九 。,2,lebanon,黎巴嫩,,,,,,,,,,,,,黎巴嫩， 该 区 高中 在 滨州 公立 排名 第九 。,[0],[1_10],
753,去 超市 也 很 方便 ， giant eagle ， target ， trader joe ' s 均 公交 直达 。,2,giant eagle,大老鹰,target ， trader joe ， s ' ,塔吉特 ， 缺德舅 ， s ' ,,,,,,,,,,,去 超市 也 很 方便 ， 大老鹰 ， 塔吉特 ， 缺德舅 均 公交 直达 。,[6_7_9_11_12_14],[5_8_10_13_18],
754,请 联系 我 ： jenny em@34,2,jenny,杰尼,,,,,,,,,,,,,请 联系 我 ： jenny em@34,[4],[3_5],
755,房东 人 很 nice 。,2,nice,好,,,,,,,,,,,,,房东 人 很 好。,[3],[4],
756,步行 到 匹 大 课室 、 图书馆 和 cafeteria 都 只 需 几 分钟 。,2,cafeteria,自助餐厅,,,,,,,,,,,,,步行 到 匹 大 课室 、 图书馆 和自助餐厅都 只 需 几 分钟 。,[8],[5_14],
757,去 centre ave 上 的 giant eagle 也 只 需要 十 分钟 左右 。,3,centre ave,中街,giant eagle,大老鹰,,,,,,,,,,,去 中街 上 的 大老鹰 也 只 需要 十 分钟 左右 。,[1_2_5_6],[13],
758,本人 来自 沈阳 ， 在 public health school 。,2,public health school,公立健康学校,,,,,,,,,,,,,本人 来自 沈阳 ， 在 公立健康学校 。,[5_6_7],[3_8],
759,十 分钟 步行 至 walnut st,2,walnut st,核桃街,,,,,,,,,,,,,十 分钟 步行 至 核桃街,[4_5],,
760,下面 是 自己 对 这个 apartment 的 一些 总结 。,2,apartment,公寓,,,,,,,,,,,,,下面 是 自己 对 这个公寓 的 一些 总结 。,[5],[9],
761,公寓 may flower 是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜 。,2,may flower,五月花,,,,,,,,,,,,,公寓 五月花是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜 。,[1_2],[9_16_22],
762,具体 email 沟通 em@35,2,email,电子邮件,,,,,,,,,,,,,具体 电子邮件 沟通 em@35,[1],[3],
763,apartment 周边 环境 安静 ， 治安 也 比较 好 。,2,apartment,公寓,,,,,,,,,,,,,公寓 周边 环境 安静 ， 治安 也 比较 好 。,[0],[4_9],
764,这个 studio 在 三 楼 ， 也 不 面向 大 马路 ， 不 吵 ， 很 安静 。,2,studio,工作室,,,,,,,,,,,,,这个工作室在 三 楼 ， 也 不 面向 大 马路 ， 不 吵 ， 很 安静 。,[1],[5_11_14_17],
765,独立 卫生间 ， 独立 大 衣帽间 ， 基本 可以 算是 一 个 没有 厨房 的 studio 。,2,studio,工作室,,,,,,,,,,,,,独立 卫生间 ， 独立 大 衣帽间 ， 基本 可以 算是 一 个 没有 厨房 的 工作室 。,[15],[2_6_16],
766,联系 方式 ： email : em@36,2,email,电子邮件,,,,,,,,,,,,,联系 方式 ： 电子邮件 : em@36,[3],[2_4_5],
767,chesterfield road 出租 卧室 二 间 $330 / 月,2,chesterfield road,切斯特菲尔德路,,,,,,,,,,,,,切斯特菲尔德路 出租 卧室 二 间 $330 / 月,[0_1],[7],
768,免费 室外 停车 ， 收费 室内 garage,2,garage,车库,,,,,,,,,,,,,免费 室外 停车 ， 收费 室内 车库,[6],[3],
769,house 远离 主要 干道 ， 夜间 安静 保证 睡眠 质量 高 。,2,house,住宅,,,,,,,,,,,,,独栋住宅 远离 主要 干道 ， 夜间 安静 保证 睡眠 质量 高 。,[0],[4_11],
770,公寓 位于 五 楼 ， 采光 良好 ， 公寓 空间 很 大 ， 有 独立 的 卫生间 更衣 间 ， 和 完全 分离 的 厨房 ( 很多 studio 都 是 开放 厨房 ) .,2,studio,工作室,,,,,,,,,,,,,公寓 位于 五 楼 ， 采光 良好 ， 公寓 空间 很 大 ， 有 独立 的 卫生间 更衣 间 ， 和 完全 分离 的 厨房 ( 很多工作室都 是 开放 厨房 ) .,[27],[4_7_12_19_25_32_33],
771,电话 ： pn-17 ， email em@12,2,email,电子邮件,,,,,,,,,,,,,电话 ： pn-17 ， 电子邮件 em@12,[4],[1_2_3_5],
772,出门 走 一 分钟 不到 就 有 81-83 bus 。,2,bus,公交,,,,,,,,,,,,,出门 走 一 分钟 不到 就 有 81-83 公交 。,[8],[9],
773,leasing office 就 在 lobby ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,3,leasing office,负责租赁的办公室,lobby,大厅,,,,,,,,,,,负责租赁的办公室就 在大厅 ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,[0_1_4],[5_10_20],
774,公寓 里 自 配 独立 卫生间 ， closet ， 厨房 ， 非常 方便 ~,2,closet,衣橱,,,,,,,,,,,,,公寓 里 自 配 独立 卫生间 ， 衣橱 ， 厨房 ， 非常 方便 ~,[7],[6_8_10_13],
775,本人 因为 毕业 要 搬到 其它 地方 ， 所以 只 能 忍痛 割爱 了 ， 现 出租 超级 大 而且 独立 的 living room ！,2,living room,客厅,,,,,,,,,,,,,本人 因为 毕业 要 搬到 其它 地方 ， 所以 只 能 忍痛 割爱 了 ， 现 出租 超级 大 而且 独立 的 客厅 ！,[22_23],[7_14_24],
776,conditions : 三 层 house 里面 最 大 的 一 间 卧室 。,3,conditions,情况,house,住宅,,,,,,,,,,,情况 : 三 层独栋住宅 里面 最 大 的 一 间 卧室 。,[0_4],[1_12],
777,二 层 是 三 个 卧室 和 一 间 bathroom 。,2,bathroom,浴室,,,,,,,,,,,,,二 层 是 三 个 卧室 和 一 间 浴室。,[9],[10],
778,两 位 非常 nice 的 男生 ， 分别 为 pitt 和 duquesne 研究生 。,4,nice,好,pitt,匹兹堡大学,duquesne,杜肯,,,,,,,,,两 位 非常好 的 男生 ， 分别 为匹兹堡大学 和 杜肯大学研究生 。,[3_9_11],[6_13],
779,别 说 自己 没 天赋 ， have fun 不 需要 天赋 !,2,have fun,娱乐,,,,,,,,,,,,,别 说 自己 没 天赋 ， 娱乐 不 需要 天赋 !,[6_7],[5_11],
780,往返 匹 大 cathedral of learning,2,cathedral of learning,学习大教堂,,,,,,,,,,,,,往返 匹 大 学习大教堂,[3_4_5],,
781,oakland 住 有 一 年 了 ， 经常 凌晨 走路 回家 ， 都 没 问题 的,2,oakland,奥克兰,,,,,,,,,,,,,奥克兰 住 有 一 年 了 ， 经常 凌晨 走路 回家 ， 都 没 问题 的,[0],[6_11],
782,（ 我 的 这个 房间 是 没有 阳台 的 （ balcony ） ）,2,balcony,阳台,,,,,,,,,,,,,（ 我 的 这个 房间 是 没有 阳台 的 （ 阳台 ） ）,[10],[0_9_11_12],
783,公寓 位于 五 楼 ， 采光 良好 ， 公寓 空间 很 大 ， 有 独立 的 卫生间 更衣 间 ， 和 完全 分离 的 厨房 ( 很多 studio 都 是 开放 厨房 ) .,2,studio,工作室,,,,,,,,,,,,,公寓 位于 五 楼 ， 采光 良好 ， 公寓 空间 很 大 ， 有 独立 的 卫生间 更衣 间 ， 和 完全 分离 的 厨房 ( 很多 工作室 都 是 开放 厨房 ) .,[27],[4_7_12_19_25_32_33],
784,购物 轻松 ， 从 公寓 步行 五 分钟 大 超市 giant eagle ， whole foods 。,2,giant eagle,大老鹰,whole foods ， ,全食 ， ,,,,,,,,,,,购物 轻松 ， 从 公寓 步行 五 分钟 大 超市 大老鹰 ，全食 。,[10_11_13_14],[2_12_15],
785,提供 免费 的 street parking 和 便宜 的 室内 车库 。,2,street parking,路边停车,,,,,,,,,,,,,提供 免费 的 路边停车 和 便宜 的 室内 车库 。,[3_4],[10],
786,卧室 内 一 个 closet ， 客厅 另 有 一 个 closet 。,3,closet,衣橱,closet,衣橱,,,,,,,,,,,卧室 内 一 个 衣橱 ， 客厅 另 有 一 个 壁橱 。,[4_11],[5_12],
787,因为 是 学校 的 房产 ， 住户 基本 均 为 匹 大 的 faculty 和 学生 ， 很 安全 而且 维修 管理 服务 便利 。,2,faculty,员工,,,,,,,,,,,,,因为 是 学校 的 房产 ， 住户 基本 均 为 匹 大 的 员工 和 学生 ， 很 安全 而且 维修 管理 服务 便利 。,[13],[5_16_24],
788,college garden 公寓 属于 pitt 学校 资产 并由 学校 负责 管理 与 维护 。,3,college garden,学校花园,pitt,匹兹堡大学,,,,,,,,,,,学校花园 公寓 属于 匹兹堡大学 学校 资产 并由 学校 负责 管理 与 维护 。,[0_1_4],[13],
789,现有 独立 的 一 间 bedroom 出租 ， 在 mayflower 公寓 ， 属于 匹 大 的 房子 ， 在 north oakland 。,4,bedroom,卧室,mayflower,五月花,north oakland,北奥克兰,,,,,,,,,现有 独立 的 一 间 卧室 出租 ， 在 五月花 公寓 ， 属于 匹 大 的 房子 ， 在 北奥克兰。,[5_9_19_20],[7_11_17_21],
790,每 月 租金 $450 ， 包括 所有 utility （ 水 ， 电 ， 气 ， 暖气 ） 和 网络 。,2,utility,水电气,,,,,,,,,,,,,每 月 租金 $450 ， 包括 所有水电气（ 水 ， 电 ， 气 ， 暖气 ） 和 网络 。,[7],[4_8_10_12_14_16_19],
791,房子 距离 pitt 各 大 学院 都 非常 近 。,2,pitt,匹兹堡大学,,,,,,,,,,,,,房子 距离 匹兹堡大学各 大 学院 都 非常 近 。,[2],[9],
792,female only ， 有意 请 联系 我 。,2,female only,仅限女生,,,,,,,,,,,,,仅限女生， 有意 请 联系 我 。,[0_1],[2_7],
793,phone : pn-18 请 短信 ( prefer ),3,phone,电话,prefer,比较喜欢,,,,,,,,,,,电话 : pn-18 请 短信 (更加倾向),[0_6],[1_2_5_7],
794,首先 是 容易 找到 month to month 的 一 月 付 房租 。,2,month to month,月到月,,,,,,,,,,,,,首先 是 容易 找到月到月的 一 月 付 房租 。,[4_5_6],[12],
795,访 学 的 同学 没 听说 谁 不 签 一 年 lease 就 找 不 到 房子 住 马路 的 。,2,lease,合同,,,,,,,,,,,,,访 学 的 同学 没 听说 谁 不 签 一 年合同就 找 不 到 房子 住 马路 的 。,[11],[20],
796,家具 齐全 ， queen size 席梦思 大 床 ， 提包 入住 。,2,queen size,大号尺寸的,,,,,,,,,,,,,家具 齐全 ，大号尺寸的 席梦思 大 床 ， 提包 入住 。,[3_4],[2_8_11],
797,另 所 有 utility 全 包 。,2,utility,水电气,,,,,,,,,,,,,另 所 有 水电气 全 包 。,[3],[6],
798,另 据 walnut street 几 分钟 步行 距离 ， 吃喝 方便 。,2,walnut street,核桃街,,,,,,,,,,,,,另 据 核桃街 几 分钟 步行 距离 ， 吃喝 方便 。,[2_3],[8_11],
799,要求 ： 附近 好 停车 ， house 和 apartment 都 可以 ， 月 总 费用 在 $600 以下 。,3,house,住宅,apartment,公寓,,,,,,,,,,,要求 ： 附近 好 停车 ， 独栋住宅 和 公寓都 可以 ， 月 总 费用 在 $600 以下 。,[6_8],[1_5_11_18],
800,公寓 内 有 gym ， recreational room ， 夏天 有 游泳池,2,gym,体育馆,recreational room ， ,娱乐室 ， ,,,,,,,,,,,公寓 内 有 体育馆 ，娱乐室 ， 夏天 有 游泳池,[3_5_6],[4_7],
801,相当于 免 了 半 个 月 的 房租 ~ 包 水 和 trash ， 免费 停车,2,trash,垃圾,,,,,,,,,,,,,相当于 免 了 半 个 月 的 房租 ~ 包 水 和 垃圾， 免费 停车,[12],[8_13],
802,同时 也 靠近 fifth ave ， 交通 十分 方便 。,2,fifth ave,五街,,,,,,,,,,,,,同时 也 靠近五街， 交通 十分 方便 。,[3_4],[5_9],
803,非常 方便 ， center 上 就 有 个 giant eagle .,3,center,中心,giant eagle,大老鹰,,,,,,,,,,,非常 方便 ， 中心 上 就 有 个 大老鹰 .,[3_8_9],[2_10],
804,非常 方便 ， center 上 就 有 个 giant eagle .,3,center,中心,giant eagle,大老鹰,,,,,,,,,,,非常 方便 ，中心上 就 有 个 大老鹰 .,[3_8_9],[2_10],
805,非常 适合 读 summer 但 没有 宿舍 住 的 匹 大学生 和 初 到 匹兹堡 的 任何 学者 ！,2,summer,暑校,,,,,,,,,,,,,非常 适合 读 暑校但 没有 宿舍 住 的 匹 大学生 和 初 到 匹兹堡 的 任何 学者 ！,[3],[18],
806,步行 到 匹 大 课室 、 图书馆 和 cafeteria 都 只 需 几 分钟 。,2,cafeteria,自助餐厅,,,,,,,,,,,,,步行 到 匹 大 课室 、 图书馆 和自助餐厅都 只 需 几 分钟 。,[8],[5_14],
807,之后 可以 和 公司 再 签 下 一 年 的 lease 。,2,lease,合同,,,,,,,,,,,,,之后 可以 和 公司 再 签 下 一 年 的合同 。,[10],[11],
808,详情 ： 独立 厨房 ， 室内 居住 面积 非常 大 ， 大 closet 两 个 。,2,closet,衣橱,,,,,,,,,,,,,详情 ： 独立 厨房 ， 室内 居住 面积 非常 大 ， 大 衣橱 两 个 。,[12],[1_4_10_15],
809,家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， queen size bed ， 配置 齐全 ， 拎包 入住 。,2,queen size bed,大号尺寸的床,,,,,,,,,,,,,家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， 大号尺寸的床 ， 配置 齐全 ， 拎包 入住 。,[11_12_13],[2_4_6_8_10_14_17_20],
810,免费 室外 停车 ， 收费 室内 garage,2,garage,车库,,,,,,,,,,,,,免费 室外 停车 ， 收费 室内车库,[6],[3],
811,地点 ： atwood street,2,atwood street,艾特伍德街,,,,,,,,,,,,,地点 ：艾特伍德街,[2_3],[1],
812,如 有 兴趣 ， 请 email : em@37,2,email,电子邮件,,,,,,,,,,,,,如 有 兴趣 ， 请 发电子邮件: em@37,[5],[3_6_7],
813,地点 ： atwood street,2,atwood street,艾特伍德街,,,,,,,,,,,,,地点 ：艾特伍德街,[2_3],[1],
814,有意 的 同学 请 email 联系 我 。,2,email,电子邮件,,,,,,,,,,,,,如 有 兴趣 ， 请 发电子邮件 : em@37,[4],[7],
815,up up up up 来自 : 微 社区,2,up up up up,顶顶顶顶,,,,,,,,,,,,,顶顶顶顶来自 : 微 社区,[0_1_2_3],[5],
816,联系 电话 or text ： 412-6518342 jane,3,or text,或者短信,jane,简,,,,,,,,,,,联系 电话 或者短信 ： 412-6518342 jane,[2_3_6],[4],
817,现在 出租 该 house 三 层 的 三 件 卧室 中 的 一 间 。,2,house,住宅,,,,,,,,,,,,,现在 出租 该独栋住宅 三 层 的 三 件 卧室 中 的 一 间 。,[3],[14],
818,房间 有 一 个 queen size 的 床 还 有 一 个 写字 桌 。,2,queen size,大号尺寸的,,,,,,,,,,,,,房间 有 一 个 大号尺寸的 的 床 还 有 一 个 写字 桌 。,[4_5],[14],
819,apartment 是 一 个 house 的 第二 层 ， 一共 有 三 层,3,apartment,公寓,house,,,,,,,,,,,,公寓 是 一 个 独栋住宅的 第二 层 ， 一共 有 三 层,[0_4],[8],
820,距离 audi 和 giant eagle 十 分钟 左右 。,3,audi,奥迪,giant eagle,大老鹰,,,,,,,,,,,距离 奥迪 和 大老鹰 十 分钟 左右 。,[1_3_4],[8],
821,地点 最 好 靠近 bayard st 和 n craig st 交接 的 地方 ， 就是 走路 五 分钟 就 到 的 那 种 。,3,bayard st,拜亚迪街,n craig st,北克列戈街,,,,,,,,,,,地点 最 好 靠近拜亚迪街和 北克列戈街 交接 的 地方 ， 就是 走路 五 分钟 就 到 的 那 种 。,[4_5_7_8_9],[13_23],
822,出租 匹 大 校外 学生 公寓 （ 隶属 匹兹堡 大学 ） 联系 电话 ： pn-19 【 summary 】 出租 隶属 匹兹堡 大学 off-campus 公寓 客厅 。,2,summary,摘要,,,,,,,,,,,,,出租 匹 大 校外 学生 公寓 （ 隶属 匹兹堡 大学 ） 联系 电话 ： pn-19 【 摘要 】 出租 隶属 匹兹堡 大学 校外 公寓 客厅 。,[16],[6_10_13_14_15_17_25],
823,卧室 面积 足够 放下 full/queen 床 和 书桌 ， 卧室 内 有 一 个 closet ， 走道 有 一 个 walk-in closet 。,3,closet,衣橱,closet,衣橱,,,,,,,,,,,卧室 面积 足够 放下 全尺寸偏大的床 和 书桌 ， 卧室 内 有 一 个 衣橱 ， 走道 有 一 个 进门 的壁橱 。,[14_21],[8_15_22],
824,college garden 公寓 属于 pitt 学校 资产 并由 学校 负责 管理 与 维护 。,3,college garden,学校花园,pitt,匹兹堡大学,,,,,,,,,,,学校花园公寓 属于 匹兹堡大学 学校 资产 并由 学校 负责 管理 与 维护 。,[0_1_4],[13],
825,已 添加 房间 照片 ， still available .,2,still available,依旧有效,,,,,,,,,,,,,已 添加 房间 照片 ， 依旧有效.,[5_6],[4_7],
826,公寓 内 有 gym ， recreational room ， 夏天 有 游泳池,2,gym,体育馆,recreational room ， ,娱乐室 ， ,,,,,,,,,,,公寓 内 有 体育馆 ， 娱乐室 ， 夏天 有 游泳池,[3_5_6],[4_7],
827,天天 去 giant eagle 不 是 梦 ！,2,giant eagle,大老鹰,,,,,,,,,,,,,天天 去 大老鹰 不 是 梦 ！,[2_3],[7],
828,周边 ： 附近 有 dollar general ， giant eagle market district 。,2,dollar general,达乐公司,giant eagle market district ， ,大老鹰超市区 ， ,,,,,,,,,,,周边 ： 附近 有 达乐公司， 大老鹰超市区。,[4_5_7_8_9_10],[1_6_11],
829,更新 ： 房租 调整 为 大 卧室 $440 / 月 ， 小 卧室 $360 / 月 ， utility 全 包 。,2,utility,水电气,,,,,,,,,,,,,更新 ： 房租 调整 为 大 卧室 $440 / 月 ， 小 卧室 $360 / 月 ， 水电气全 包 。,[17],[1_8_10_14_16_20],
830,停车 有 很 大 的 garage 。,2,garage,车库,,,,,,,,,,,,,停车 有 很 大 的 车库。,[5],[6],
831,小区 全部 是 meyer's management 管理 ， 安全 省心 ， 维修 即时 。,2,management,物业,,,,,,,,,,,,,小区 全部 是 迈耶斯物业 管理 ， 安全 省心 ， 维修 即时 。,[4],[6_9_12],
832,垃圾 有 人 每天 清理 ， 相 比较 住 house 简直 省 时 省力 。,2,house,住宅,,,,,,,,,,,,,垃圾 有 人 每天 清理 ， 相 比较 住独栋住宅简直 省 时 省力 。,[9],[5_14],
833,无需 security deposit 。,2,security deposit,保证金,,,,,,,,,,,,,无需 保证金。,[1_2],[3],
835,这 是 一 个 两 室 一 卫生间 一 客厅 一 个 厨房 的 apartment 。,2,apartment,公寓,,,,,,,,,,,,,这 是 一 个 两 室 一 卫生间 一 客厅 一 个 厨房 的公寓  。,[14],[15],
836,important ] 咨询,2,important,重要,,,,,,,,,,,,,重要 ] 咨询,[0],[1],
837,我 这 件 卧室 大小 是 大概 可以 放下 两 张 king size 的 床 。,2,king size,超大号,,,,,,,,,,,,,我 这 件 卧室 大小 是 大概 可以 放下 两 张 超大号 的 床 。,[11_12],[15],
838,好 房子 ， 交通 便利 ， 代 房东 发布 此 消息 ， 房东 非常 nice,2,nice,好,,,,,,,,,,,,,好 房子 ， 交通 便利 ， 代 房东 发布 此 消息 ， 房东 非常好,[14],[2_5_11],
839,或者 email ： stella .,1,email ： ,电子邮件 ： ,,,,,,,,,,,,,或者 电子邮件 ： stella.,[1_3],[2_4],[stella]
840,离 匹 大 ， cum 都 很 近 ， 交通 便利 。,2,cum,cmu？卡耐基梅隆？,,,,,,,,,,,,,离 匹 大 ，卡耐基梅隆 都 很 近 ， 交通 便利 。,[4],[3_8_11],
841,house 共 有 四 个 房间 ， 二 楼 和 三 楼 各 两 个 房间 ， 每 层 有 一 个 卫生间 。,2,house,住宅,,,,,,,,,,,,,独栋住宅 共 有 四 个 房间 ， 二 楼 和 三 楼 各 两 个 房间 ， 每 层 有 一 个 卫生间 。,[0],[6_16_23],
842,购物 ： 步行 一 个 block 有 cvs ， 买 日常 用品 非常 方便 。,3,block,街区,cvs,超市名,,,,,,,,,,,购物 ： 步行 一 个 街区 有 cvs（超市名） ， 买 日常 用品 非常 方便 。,[5_7],[1_8_14],
